#f0 [Hz]	periodicity (0~1)	power [dB]	sonorant power [dB]	high freq. power [dB]	 mid freq. power [dB]	low freq power [dB]	f0 after post-proc. [Hz]	f0 reliability code (0 ~ 13)	a1-a3 [dB]	f1f3syn (-1.0~1.0)	h1-a1 [dB]	breathpow [dB]	ips (-1.0~1.0)	h1-a3 [dB]	f0 after post-proc [semitone]	delta f0 [semitone]	vocal fry detection
50.63	1.009	21.56	16.03	20.01	16.86	-10000	-10000	1	3.57	0.518	7.06	-53.90	-100.00	3.57	-10000	-10000	
153.85	0.346	21.98	16.46	20.27	17.95	-10000	-10000	1	2.49	0.612	6.23	-56.58	-100.00	2.49	-10000	-10000	
50.31	1.045	21.38	15.48	20.00	17.20	-10000	-10000	1	1.74	0.527	5.23	-53.89	-100.00	1.74	-10000	-10000	
153.85	0.372	22.16	15.41	20.91	15.46	11.15	-10000	1	2.76	0.585	9.20	-57.90	-100.00	2.76	-10000	-10000	
50.00	0.939	21.22	15.13	19.86	15.64	10.67	-10000	1	5.23	0.504	9.70	-54.63	-100.00	5.23	-10000	-10000	
50.79	0.785	21.54	14.90	20.32	15.06	9.81	-10000	1	4.78	0.386	8.20	-51.50	-100.00	4.78	-10000	-10000	
50.31	0.762	22.32	15.10	21.22	16.16	9.44	-10000	1	2.42	0.679	8.75	-61.66	0.43	2.42	-10000	-10000	
50.47	0.898	21.93	14.96	20.83	16.70	-10000	-10000	1	-0.41	0.532	1.37	-54.58	-100.00	-0.41	-10000	-10000	
50.00	0.673	21.85	15.08	20.60	16.47	-10000	-10000	1	1.91	0.556	3.48	-55.72	-100.00	1.91	-10000	-10000	
50.00	0.833	21.02	14.51	19.82	16.25	-10000	-10000	1	1.16	0.493	6.32	-53.63	-100.00	1.16	-10000	-10000	
50.96	0.828	20.75	14.90	19.20	15.85	-10000	-10000	1	5.22	0.590	8.42	-57.72	-100.00	5.22	-10000	-10000	
50.79	0.581	24.68	17.40	23.71	19.48	11.63	-10000	1	-1.83	0.676	6.47	-58.18	-100.00	-1.83	-10000	-10000	
49.54	0.971	29.72	19.38	29.29	24.34	10.56	-10000	1	-8.70	0.744	5.79	-57.42	0.45	-8.70	-10000	-10000	
50.16	0.580	22.40	15.16	21.31	17.37	10.21	-10000	1	-2.81	0.463	7.83	-51.52	-100.00	-2.81	-10000	-10000	
50.16	0.968	20.70	15.02	19.21	16.02	10.20	-10000	1	2.95	0.666	7.36	-61.12	-100.00	2.95	-10000	-10000	
50.96	0.607	20.40	14.05	18.91	15.75	-10000	-10000	1	2.73	0.508	6.01	-54.66	-100.00	2.73	-10000	-10000	
50.31	1.023	20.63	15.82	18.78	16.82	-10000	-10000	1	4.07	0.629	2.93	-58.49	-100.00	4.07	-10000	-10000	
50.96	0.651	20.14	15.97	17.70	15.91	10.37	-10000	1	5.64	0.440	3.65	-52.25	-100.00	5.64	-10000	-10000	
50.00	0.834	20.60	16.55	18.14	15.78	10.97	-10000	1	7.03	0.524	1.40	-55.20	-100.00	7.03	-10000	-10000	
51.61	0.721	21.20	17.38	18.66	17.45	11.43	-10000	1	4.20	0.542	-0.18	-54.20	-100.00	4.02	-10000	-10000	
49.38	0.878	21.64	16.94	19.58	18.30	-10000	-10000	1	3.01	0.460	-2.05	-50.49	-100.00	0.96	-10000	-10000	
49.84	0.763	23.21	18.03	21.52	19.53	-10000	-10000	1	2.79	0.508	-2.55	-50.88	-100.00	0.24	-10000	-10000	
50.47	0.630	23.73	18.07	22.20	18.84	9.70	-10000	1	2.84	0.476	-1.87	-50.47	-100.00	0.97	-10000	-10000	
200.00	0.243	25.46	16.50	24.56	18.33	-10000	-10000	1	-0.10	0.486	1.41	-51.32	-100.00	-0.10	-10000	-10000	
177.78	0.532	31.27	29.17	26.90	24.56	27.59	-10000	0	16.48	0.538	6.76	-46.94	-100.00	16.48	-10000	-10000	
163.27	0.831	39.41	38.98	29.12	25.82	38.88	161.61	13	15.50	0.736	0.30	-55.40	-100.00	15.50	51.66	-10000	
163.27	0.954	41.31	40.95	30.22	26.45	40.89	161.61	13	17.07	0.531	-1.95	-44.79	-100.00	15.13	51.66	-10000	
166.67	0.977	41.75	41.33	31.41	29.04	41.18	168.37	12	14.84	0.469	-1.71	-40.98	-100.00	13.14	52.37	-10000	
170.21	0.975	42.69	41.81	35.28	29.36	41.68	170.13	13	18.09	0.547	-4.71	-42.48	-100.00	13.38	52.55	37.60	
173.91	0.880	43.51	42.53	36.59	30.85	42.38	173.91	13	15.66	0.689	-7.62	-47.52	-100.00	8.03	52.93	35.64	
179.78	0.886	44.41	43.54	37.00	31.80	43.40	179.73	13	17.14	0.748	-8.36	-50.23	-100.00	8.78	53.50	29.81	
181.82	0.983	44.54	43.92	35.81	31.63	43.75	181.71	13	16.60	0.690	-8.67	-50.06	-100.00	7.93	53.69	27.54	
183.91	0.992	45.31	44.70	36.50	32.33	44.51	183.83	13	14.86	0.668	-9.66	-47.20	-100.00	5.20	53.89	25.03	
186.05	0.963	45.46	44.93	36.05	32.66	44.74	185.96	13	15.26	0.638	-9.98	-52.70	-100.00	5.28	54.09	21.24	
186.05	0.957	44.19	43.43	36.22	27.82	43.38	188.23	13	18.68	0.612	-8.06	-46.71	-100.00	10.63	54.30	-10000	
188.24	0.847	40.08	37.58	36.48	24.59	37.41	192.74	13	16.13	0.501	-3.13	-45.57	-100.00	13.00	54.71	-10000	
181.82	0.656	35.16	33.31	30.56	31.70	28.29	-10000	0	18.94	0.727	-0.03	-48.94	-100.00	18.91	-10000	-10000	
183.91	0.799	28.57	27.75	20.74	20.18	27.00	-10000	0	21.53	0.490	9.83	-49.60	-100.00	21.53	-10000	-10000	
173.91	0.805	25.31	24.31	18.17	13.62	24.10	-10000	1	17.91	0.443	16.33	-54.63	-100.00	17.91	-10000	-10000	
168.42	0.398	20.88	17.92	17.51	18.70	-10000	-10000	1	10.47	0.474	10.67	-50.55	-100.00	10.47	-10000	-10000	
49.84	0.929	19.39	14.94	17.05	13.63	12.40	-10000	1	8.57	0.472	7.08	-55.55	-100.00	8.57	-10000	-10000	
-10000	-10000	21.21	16.01	19.42	17.07	-10000	-10000	1	6.71	0.596	1.49	-56.76	-100.00	6.71	-10000	-10000	
50.47	0.774	40.92	32.65	40.22	33.41	13.75	-10000	0	2.03	0.588	0.84	-40.08	-100.00	-8.63	-10000	-10000	
-10000	-10000	43.57	38.03	42.15	38.34	18.38	-10000	5	5.62	0.546	-13.11	-33.46	-100.00	-14.73	-10000	-10000	
-10000	-10000	44.15	40.61	41.60	39.99	34.38	-10000	5	0.47	0.602	-15.67	-34.10	-100.00	-21.52	-10000	-10000	
-10000	-10000	46.78	39.70	45.84	41.02	-10000	-10000	0	-5.16	0.469	-7.63	-28.06	-100.00	-17.01	-10000	-10000	
52.81	0.689	54.44	43.15	54.11	45.50	-10000	-10000	0	-19.31	0.539	-7.90	-26.04	-100.00	-27.21	-10000	-10000	
-10000	-10000	58.09	41.47	57.99	47.22	-10000	-10000	0	-29.19	0.533	-2.65	-24.09	-100.00	-33.90	-10000	-10000	
50.31	0.768	57.31	39.30	57.24	44.52	18.46	-10000	6	-24.23	0.576	2.88	-28.47	-100.00	-27.32	-10000	-10000	
-10000	-10000	57.21	35.96	57.17	42.33	11.48	-10000	0	-26.15	0.453	-0.19	-26.24	-100.00	-27.91	-10000	-10000	
50.31	0.958	57.60	34.96	57.58	43.56	9.21	-10000	0	-29.30	0.529	2.65	-27.60	-100.00	-29.30	-10000	-10000	
-10000	-10000	56.88	37.68	56.83	47.20	-10000	-10000	0	-32.19	0.660	-0.51	-29.63	-100.00	-33.27	-10000	-10000	
50.00	0.857	56.87	37.87	56.82	47.51	13.08	-10000	6	-30.53	0.585	2.40	-25.85	-100.00	-30.80	-10000	-10000	
50.79	0.568	57.62	39.18	57.56	46.18	19.46	-10000	6	-27.89	0.547	1.43	-25.66	-100.00	-30.18	-10000	-10000	
50.16	0.893	56.70	36.37	56.66	46.33	-10000	-10000	0	-30.27	0.462	0.38	-22.52	-100.00	-32.52	-10000	-10000	
186.05	0.257	53.55	35.71	53.48	41.51	-10000	-10000	0	-21.64	0.602	1.64	-32.58	-100.00	-26.04	-10000	-10000	
-10000	-10000	47.23	34.65	46.98	38.34	31.80	-10000	0	-10.44	0.412	11.76	-28.97	-100.00	-10.44	-10000	-10000	
197.53	0.827	43.83	39.55	41.80	39.85	35.38	199.89	12	1.31	0.615	-10000	-34.82	-100.00	1.31	55.34	-10000	
197.53	0.915	45.10	42.10	42.08	43.50	36.98	197.48	13	2.05	0.769	3.49	-40.04	-100.00	2.05	55.13	-10000	
190.48	0.922	43.89	41.60	40.02	42.22	36.70	190.42	12	0.38	0.664	1.39	-34.81	-100.00	0.38	54.50	-10000	
181.82	0.871	41.41	39.58	36.78	38.41	37.06	181.71	12	2.84	0.686	2.80	-39.80	-100.00	2.84	53.69	-10000	
172.04	0.845	37.83	35.28	34.30	33.95	32.17	173.91	12	3.53	0.685	6.57	-44.20	-100.00	3.53	52.93	-10000	
161.62	0.792	31.63	29.07	28.09	24.17	28.22	-10000	0	12.51	0.471	15.87	-44.98	-100.00	12.51	-10000	-10000	
156.86	0.864	27.76	26.55	21.50	18.15	26.24	-10000	0	17.84	0.614	23.49	-56.47	-100.00	17.84	-10000	-10000	
153.85	0.757	25.84	24.07	20.94	15.74	23.78	-10000	1	18.73	0.644	18.17	-60.29	-100.00	18.73	-10000	-10000	
152.38	0.673	24.06	21.41	20.48	16.42	20.65	-10000	1	13.05	0.558	15.07	-55.85	-100.00	13.05	-10000	-10000	
150.94	0.477	22.40	18.35	20.09	15.10	16.82	-10000	1	11.05	0.610	13.37	-59.34	-100.00	11.05	-10000	-10000	
150.94	0.394	21.89	15.36	20.64	16.73	-10000	-10000	1	3.85	0.426	12.69	-51.00	-100.00	3.85	-10000	-10000	
-10000	-10000	29.07	20.25	28.42	23.66	10.67	-10000	1	-5.57	0.666	5.34	-53.48	-100.00	-5.57	-10000	-10000	
-10000	-10000	45.67	35.13	45.26	38.56	17.82	-10000	0	-3.00	0.739	-7.88	-42.86	-100.00	-18.72	-10000	-10000	
-10000	-10000	47.69	36.20	47.38	38.46	-10000	-10000	0	-0.25	0.612	-7.46	-36.07	-100.00	-15.24	-10000	-10000	
148.15	0.575	41.01	36.20	39.27	36.70	-10000	-10000	5	8.19	0.385	-4.09	-29.83	-100.00	4.11	-10000	-10000	
146.79	0.840	41.65	39.56	37.48	32.83	38.98	145.40	12	11.78	0.679	-5.47	-44.99	-100.00	6.31	49.83	-10000	
144.14	0.952	41.61	39.71	37.10	31.21	39.40	144.14	13	13.59	0.620	-6.60	-43.68	-100.00	6.99	49.68	-10000	
142.86	0.952	41.38	39.37	37.05	32.08	39.02	142.82	13	12.16	0.648	-6.55	-44.14	-100.00	5.61	49.52	-41.44	
140.35	0.979	41.11	39.19	36.65	29.77	38.99	140.28	13	12.33	0.599	-7.34	-50.62	-100.00	5.00	49.21	-15.76	
139.13	0.942	40.28	38.74	35.02	29.22	38.52	140.28	13	13.45	0.641	-9.86	-50.19	-100.00	3.59	49.21	-15.10	
139.13	0.928	38.27	37.42	30.75	28.28	37.15	139.07	13	12.78	0.646	-10.88	-47.84	-100.00	1.90	49.06	-11.41	
136.75	0.951	36.71	35.93	28.89	29.27	35.27	137.87	13	13.23	0.792	-9.79	-56.09	-100.00	3.44	48.91	-5.08	
136.75	0.895	35.64	34.65	28.67	30.88	33.07	136.68	13	7.49	0.707	-7.11	-48.53	-100.00	0.37	48.76	-2.33	
136.75	0.928	36.49	35.15	30.71	34.26	31.36	137.87	13	-0.28	0.647	-2.45	-41.91	-100.00	-2.74	48.91	1.53	
137.93	0.932	37.53	36.26	31.58	36.15	30.52	139.07	13	-4.37	0.590	0.13	-43.38	-100.00	-4.37	49.06	4.12	
139.13	0.888	38.09	36.81	32.14	37.04	30.01	139.07	13	-3.48	0.559	-0.43	-41.90	-100.00	-3.91	49.06	2.47	
139.13	0.936	37.76	35.98	33.03	36.56	30.05	139.07	13	-1.79	0.630	-1.45	-44.79	-100.00	-3.25	49.06	-1.28	
139.13	0.888	37.50	35.20	33.63	36.14	29.86	139.07	13	-0.26	0.654	-3.39	-41.05	-100.00	-3.65	49.06	-4.67	
137.93	0.908	37.76	35.07	34.39	36.41	29.06	137.87	13	-0.85	0.599	-4.18	-46.18	-100.00	-5.03	48.91	-8.68	
136.75	0.915	38.04	35.67	34.26	36.90	28.26	137.87	13	-1.71	0.637	-4.33	-38.79	-100.00	-6.04	48.91	-10.99	
135.59	0.850	37.74	35.33	34.02	34.88	33.27	136.68	13	-1.88	0.633	-3.36	-44.29	-100.00	-5.24	48.76	-12.58	
135.59	0.944	38.02	35.56	34.37	35.03	33.54	134.41	13	-1.19	0.668	-2.06	-42.21	-100.00	-3.24	48.47	-9.73	
134.45	0.934	37.55	35.77	32.81	35.94	30.51	134.41	13	-1.51	0.674	-1.45	-45.95	-100.00	-2.95	48.47	-8.82	
134.45	0.828	37.29	36.01	31.37	35.88	29.85	133.33	13	-2.76	0.660	-2.56	-40.95	-100.00	-5.32	48.33	-5.58	
134.45	0.840	37.59	36.24	31.83	36.23	29.58	134.41	13	-2.67	0.676	-3.21	-41.43	-100.00	-5.89	48.47	-4.62	
133.33	0.744	35.93	34.73	29.76	34.20	29.43	133.33	13	-2.23	0.628	-2.22	-41.06	-100.00	-4.45	48.33	-5.14	
133.33	0.845	35.16	34.45	26.91	33.42	29.42	133.33	12	-0.35	0.597	-0.79	-40.45	-100.00	-1.15	48.33	-5.76	
133.33	0.853	32.94	32.17	24.99	29.56	29.48	131.12	12	4.36	0.542	-0.08	-42.09	-100.00	4.28	48.04	-7.65	
132.23	0.920	33.15	31.99	26.77	29.57	29.37	132.18	12	2.58	0.598	-1.13	-44.35	-100.00	1.45	48.18	-8.28	
132.23	0.867	32.65	31.40	26.61	29.18	28.78	131.12	13	3.78	0.594	-1.39	-44.56	-100.00	2.39	48.04	-10.33	
131.15	0.835	33.27	31.82	27.77	30.35	28.37	131.12	12	2.66	0.660	-2.47	-46.48	-100.00	0.19	48.04	-9.64	
129.03	0.775	33.73	31.91	29.05	31.16	27.65	129.01	12	1.10	0.546	-5.84	-40.64	-100.00	-4.74	47.76	-10000	
130.08	0.688	35.70	32.47	32.89	33.25	25.74	127.97	12	-2.46	0.616	-6.45	-41.46	-100.00	-8.90	47.62	-10000	
136.75	0.435	39.58	32.12	38.71	33.71	20.80	-10000	0	-9.21	0.668	-4.14	-43.53	-100.00	-13.36	-10000	-10000	
49.23	0.608	46.06	30.94	45.92	36.26	14.76	-10000	0	-16.01	0.621	5.29	-38.68	-100.00	-16.01	-10000	-10000	
142.86	0.476	51.33	33.16	51.27	42.82	14.17	-10000	0	-24.41	0.571	9.22	-29.97	-100.00	-24.41	-10000	-10000	
145.45	0.427	53.21	31.82	53.18	44.57	15.76	-10000	5	-28.55	0.507	8.12	-25.80	-100.00	-28.55	-10000	-10000	
49.54	0.764	53.66	31.27	53.63	44.20	12.51	-10000	0	-28.41	0.581	6.41	-29.00	-100.00	-28.41	-10000	-10000	
50.00	0.693	52.87	30.11	52.85	41.76	10.66	-10000	0	-26.62	0.504	5.95	-28.51	-100.00	-26.62	-10000	-10000	
50.31	0.813	53.64	30.56	53.61	43.42	-10000	-10000	0	-28.60	0.608	5.33	-30.93	-100.00	-28.60	-10000	-10000	
51.12	0.599	53.34	30.02	53.32	43.42	9.85	-10000	0	-33.03	0.595	6.74	-30.37	-100.00	-33.03	-10000	-10000	
49.69	0.957	53.94	34.16	53.89	44.76	13.66	-10000	5	-32.00	0.579	2.50	-28.35	-100.00	-32.00	-10000	-10000	
50.00	0.575	53.36	33.06	53.31	44.70	15.49	-10000	5	-32.40	0.535	-0.73	-26.69	-100.00	-33.13	-10000	-10000	
50.96	0.899	53.27	35.28	53.20	45.10	8.98	-10000	0	-30.62	0.658	-0.07	-31.62	-100.00	-31.70	-10000	-10000	
69.26	0.376	50.31	34.81	50.18	40.54	-10000	-10000	6	-20.47	0.638	2.50	-35.20	-100.00	-24.53	-10000	-10000	
153.85	0.504	42.61	33.75	42.01	35.71	-10000	-10000	0	-5.00	0.131	6.64	-26.51	-100.00	-5.00	-10000	-10000	
150.94	0.795	35.72	33.24	32.08	31.81	31.40	150.87	12	4.65	0.610	1.94	-42.63	-100.00	4.65	50.47	-10000	
145.45	0.924	35.11	34.03	28.53	29.75	32.89	144.14	12	7.63	0.547	0.54	-42.09	-100.00	7.63	49.68	-10000	
144.14	0.940	33.67	32.91	25.68	24.78	32.48	140.28	12	12.28	0.473	1.59	-44.43	-100.00	12.28	49.21	2.08	
141.59	0.869	32.41	31.63	24.48	20.17	31.47	139.07	13	16.40	0.477	1.52	-49.17	-100.00	16.40	49.06	-25.63	
137.93	0.857	32.21	31.42	24.35	18.82	31.31	136.68	13	17.65	0.460	-2.65	-49.97	-100.00	14.99	48.76	-15.43	
137.93	0.880	33.45	32.61	25.86	19.07	32.49	136.68	13	20.55	0.587	-6.05	-54.38	-100.00	14.50	48.76	-6.95	
137.93	0.933	34.66	33.96	26.34	21.49	33.83	136.68	13	20.38	0.585	-8.38	-51.87	-100.00	11.99	48.76	-2.36	
137.93	0.968	36.67	36.20	26.71	23.24	36.10	135.58	13	18.12	0.625	-10.28	-51.88	-100.00	7.84	48.62	0.64	
137.93	0.932	37.63	37.19	27.37	23.40	37.16	136.68	13	18.13	0.648	-12.70	-52.82	-100.00	5.44	48.76	2.94	
136.75	0.938	37.85	37.59	25.46	24.42	37.48	136.68	13	18.72	0.623	-12.59	-50.61	-100.00	6.13	48.76	2.58	
136.75	0.897	37.89	37.50	27.09	27.16	37.27	136.68	13	13.41	0.627	-13.14	-48.06	-100.00	0.27	48.76	8.84	
136.75	0.874	37.48	37.06	27.07	27.14	36.84	137.87	13	15.09	0.691	-12.02	-51.35	-100.00	3.06	48.91	9.58	
136.75	0.866	36.47	35.78	28.07	28.73	35.43	136.68	13	12.98	0.730	-9.16	-52.10	-100.00	3.83	48.76	-10000	
137.93	0.561	30.85	29.31	25.59	27.41	27.15	150.87	12	5.76	0.541	-1.33	-44.20	-100.00	4.43	50.47	-10000	
158.42	0.372	21.22	17.77	18.25	14.20	16.90	-10000	1	9.81	0.429	8.88	-53.62	-100.00	9.81	-10000	-10000	
145.45	0.416	19.90	15.62	17.51	13.81	13.49	-10000	1	9.72	0.554	7.98	-58.30	-100.00	9.72	-10000	-10000	
50.79	0.791	19.71	14.23	18.01	13.57	11.28	-10000	1	3.81	0.563	7.55	-58.90	-100.00	3.81	-10000	-10000	
152.38	0.346	19.99	13.68	17.94	14.17	9.37	-10000	1	5.07	0.621	11.75	-60.77	-100.00	5.07	-10000	-10000	
-10000	-10000	21.57	15.23	20.09	16.06	14.20	-10000	1	-0.29	0.624	9.30	-59.02	-100.00	-0.29	-10000	-10000	
137.93	0.288	42.23	33.54	41.59	39.51	-10000	-10000	0	-11.18	0.778	-4.70	-44.72	-100.00	-20.71	-10000	-10000	
-10000	-10000	45.51	33.86	45.20	39.33	28.69	-10000	5	-9.07	0.755	-7.97	-43.19	-100.00	-23.80	-10000	-10000	
145.45	0.386	36.70	27.71	36.11	30.00	-10000	-10000	0	-0.20	0.220	1.20	-32.40	-100.00	-0.34	-10000	-10000	
139.13	0.801	35.79	35.17	26.99	30.50	33.78	137.87	13	9.99	0.756	-5.75	-52.09	-100.00	4.24	48.91	-10000	
139.13	0.903	36.47	36.02	26.36	27.91	35.56	137.87	12	12.77	0.650	-8.50	-48.41	-100.00	4.27	48.91	-10000	
137.93	0.973	36.71	36.23	26.81	29.46	35.52	137.87	13	7.75	0.615	-9.81	-45.21	-100.00	-2.05	48.91	-11.67	
137.93	0.911	36.46	35.87	27.48	28.08	35.37	137.87	12	9.84	0.636	-11.28	-47.56	-100.00	-1.44	48.91	-4.66	
136.75	0.866	36.00	35.41	26.94	27.08	35.02	136.68	13	12.97	0.710	-11.62	-52.51	-100.00	1.36	48.76	-5.65	
136.75	0.923	35.35	34.72	26.62	25.25	34.51	136.68	13	15.77	0.592	-10.14	-48.41	-100.00	5.63	48.76	-5.78	
135.59	0.958	35.35	34.62	27.19	25.47	34.40	135.58	13	16.74	0.611	-8.67	-49.02	-100.00	8.07	48.62	-3.46	
136.75	0.895	35.07	34.59	25.20	23.26	34.41	135.58	13	16.08	0.577	-8.43	-49.77	-100.00	7.65	48.62	-1.63	
136.75	0.920	34.67	34.24	24.35	22.07	34.07	135.58	13	16.53	0.670	-8.71	-55.27	-100.00	7.82	48.62	2.10	
136.75	0.882	34.64	34.24	23.99	21.67	34.10	136.68	13	16.46	0.635	-10.44	-53.92	-100.00	6.02	48.76	8.63	
136.75	0.917	35.03	34.66	24.14	22.77	34.52	135.58	13	16.62	0.554	-11.03	-49.34	-100.00	5.59	48.62	13.22	
137.93	0.905	35.14	34.73	24.55	22.45	34.60	137.87	13	16.46	0.613	-10.75	-52.13	-100.00	5.71	48.91	18.41	
139.13	0.896	35.51	35.19	23.95	21.18	35.11	140.28	13	20.44	0.709	-11.89	-58.35	-100.00	8.55	49.21	26.64	
141.59	0.924	36.19	35.93	23.50	21.19	35.87	141.59	13	18.69	0.522	-9.89	-49.72	-100.00	8.79	49.37	31.81	
145.45	0.921	36.45	36.09	25.38	23.55	36.04	144.14	13	17.20	0.605	-8.45	-50.67	-100.00	8.76	49.68	30.73	
148.15	0.938	36.60	36.07	27.09	25.45	36.03	149.49	13	15.07	0.549	-6.26	-46.47	-100.00	8.82	50.31	30.44	
150.94	0.942	37.29	36.76	27.84	26.74	36.70	150.87	12	13.09	0.525	-4.58	-44.28	-100.00	8.52	50.47	24.25	
152.38	0.938	38.26	37.73	28.85	27.72	37.62	152.36	12	14.59	0.569	-4.54	-44.99	-100.00	10.06	50.64	15.45	
153.85	0.962	38.92	38.31	30.03	27.98	38.20	155.29	13	15.00	0.492	-4.38	-46.69	-100.00	10.62	50.97	0.36	
153.85	0.962	39.57	38.86	31.35	29.43	38.71	153.78	13	12.05	0.502	-4.58	-41.23	-100.00	7.47	50.80	-12.46	
152.38	0.959	40.01	39.30	31.76	31.22	39.14	153.78	12	8.10	0.615	-5.35	-43.45	-100.00	2.75	50.80	-21.29	
149.53	0.936	40.26	39.65	31.45	30.75	39.52	149.49	13	13.25	0.569	-7.27	-41.96	-100.00	5.98	50.31	-31.47	
146.79	0.954	40.05	39.52	30.63	30.11	39.39	145.40	13	15.18	0.662	-8.72	-46.82	-100.00	6.46	49.83	-37.53	
142.86	0.919	38.84	38.60	26.14	26.41	38.50	144.14	13	17.36	0.645	-8.04	-49.67	-100.00	9.32	49.68	-44.17	
137.93	0.835	37.16	36.81	25.95	25.70	36.71	139.07	13	16.50	0.579	-8.24	-47.41	-100.00	8.26	49.06	-44.54	
133.33	0.592	32.93	32.09	25.34	27.90	30.48	133.33	12	11.33	0.663	-1.28	-49.08	-100.00	10.04	48.33	-45.09	
128.00	0.705	30.39	29.61	22.50	21.96	29.00	130.06	12	10.23	0.608	-10000	-52.39	-100.00	10.23	47.90	-46.17	
126.98	0.961	31.64	30.96	23.07	20.77	30.72	127.97	13	12.34	0.635	-10000	-54.82	-100.00	12.34	47.62	-36.23	
125.98	0.915	31.85	31.09	23.81	21.31	30.93	125.92	13	16.88	0.589	-10000	-52.22	-100.00	16.88	47.34	-26.04	
125.00	0.897	32.73	31.51	26.55	24.42	31.25	123.97	13	10.48	0.560	-10000	-50.84	-100.00	10.48	47.07	-19.30	
124.03	0.930	32.23	31.28	25.09	24.72	30.62	123.97	12	12.17	0.604	-10000	-49.46	-100.00	12.17	47.07	-16.91	
122.14	0.897	31.17	30.46	22.81	22.67	30.06	121.21	12	14.23	0.676	-10000	-54.99	-100.00	14.23	46.68	-14.86	
121.21	0.918	30.61	29.96	21.86	21.16	29.65	122.12	13	15.80	0.695	-10000	-57.55	-100.00	15.80	46.81	-11.92	
121.21	0.854	30.51	29.82	22.10	20.80	29.49	120.23	13	15.70	0.602	-10000	-53.29	-100.00	15.70	46.54	-5.87	
120.30	0.773	34.28	30.96	31.55	28.73	28.52	-10000	0	11.90	0.759	-10000	-54.07	-100.00	11.90	-10000	-14.93	
117.65	0.747	32.57	30.58	28.22	26.15	29.25	122.12	12	11.55	0.639	-10000	-49.63	-100.00	11.55	46.81	-23.96	
115.11	0.939	31.31	30.78	21.55	19.65	30.68	114.27	13	16.03	0.666	-2.33	-57.49	-100.00	13.70	45.66	-23.43	
114.29	0.854	32.33	31.37	25.28	23.97	31.26	114.27	12	10.77	0.512	-2.91	-46.58	-100.00	7.86	45.66	-22.96	
114.29	0.910	32.87	32.26	23.91	21.94	32.17	114.27	13	15.55	0.521	-3.93	-48.93	-100.00	11.62	45.66	-16.00	
114.29	0.904	33.60	33.09	23.89	20.12	33.03	113.42	13	17.99	0.508	-5.55	-50.29	-100.00	12.45	45.53	-8.65	
112.68	0.763	33.79	33.28	24.16	26.96	32.44	111.86	13	15.38	0.575	-5.70	-45.99	-100.00	9.68	45.29	-11.92	
111.89	0.894	35.11	34.44	26.64	24.94	34.37	112.64	11	12.67	0.763	-6.61	-58.16	-100.00	6.07	45.41	-12.54	
111.11	0.881	34.81	34.26	25.56	23.37	34.20	111.09	12	14.32	0.673	-6.61	-54.13	-100.00	7.71	45.17	-8.32	
110.34	0.831	34.50	33.66	26.89	25.39	33.55	109.56	12	13.30	0.540	-6.58	-46.18	-100.00	6.72	44.93	-8.81	
110.34	0.920	35.09	33.87	28.92	27.86	33.68	109.56	12	9.55	0.659	-6.49	-48.91	-100.00	3.06	44.93	-13.51	
108.11	0.862	34.04	33.45	24.97	23.84	33.31	111.09	11	15.05	0.530	-6.08	-47.36	-100.00	8.96	45.17	-19.42	
105.96	0.893	32.64	31.71	25.35	23.83	31.63	108.05	12	11.83	0.638	-5.62	-51.91	-100.00	6.20	44.69	-28.22	
103.90	0.735	31.12	30.34	23.18	20.89	30.26	105.21	12	10.88	0.502	-5.44	-49.31	-100.00	5.44	44.23	-40.09	
101.27	0.850	29.32	28.63	20.64	17.40	28.52	99.94	12	14.67	0.577	-2.55	-55.63	-100.00	12.12	43.34	-51.57	
99.38	0.711	28.09	27.24	20.50	24.54	24.45	98.11	12	12.86	0.586	0.07	-48.86	-100.00	12.86	43.02	-51.58	
96.39	0.744	27.68	26.70	20.26	23.24	24.52	96.37	12	12.85	0.447	1.41	-45.14	-100.00	12.85	42.71	-10000	
94.12	0.697	27.23	26.06	20.89	22.48	24.36	93.52	12	11.11	0.607	1.54	-51.83	-100.00	11.11	42.19	-10000	
91.43	0.642	25.94	24.63	19.44	22.14	22.08	-10000	1	8.64	0.482	0.94	-47.37	-100.00	8.64	-10000	-10000	
85.56	0.436	26.52	25.56	19.26	25.93	-10000	-10000	0	12.37	0.739	-3.70	-55.49	-100.00	8.67	-10000	-10000	
163.27	0.320	25.40	24.44	18.03	24.64	-10000	-10000	1	14.54	0.535	-2.46	-46.75	-100.00	12.08	-10000	-10000	
70.80	0.517	22.69	20.42	18.29	18.06	17.82	-10000	1	9.64	0.353	-2.98	-47.59	-100.00	6.67	-10000	-10000	
74.07	0.438	22.70	20.36	18.43	20.93	-10000	-10000	1	9.96	0.630	-4.73	-54.43	-100.00	5.24	-10000	-10000	
49.84	0.821	21.78	19.00	18.39	20.03	-10000	-10000	1	7.86	0.446	-6.87	-48.31	-100.00	0.99	-10000	-10000	
-10000	-10000	22.90	20.40	19.07	19.38	17.11	-10000	1	6.30	0.487	-3.29	-50.30	-100.00	3.01	-10000	-10000	
49.54	0.920	22.15	19.34	18.65	18.15	16.05	-10000	1	7.00	0.508	-2.82	-52.26	-100.00	4.18	-10000	-10000	
