#f0 [Hz]	periodicity (0~1)	power [dB]	sonorant power [dB]	high freq. power [dB]	 mid freq. power [dB]	low freq power [dB]	f0 after post-proc. [Hz]	f0 reliability code (0 ~ 13)	a1-a3 [dB]	f1f3syn (-1.0~1.0)	h1-a1 [dB]	breathpow [dB]	ips (-1.0~1.0)	h1-a3 [dB]	f0 after post-proc [semitone]	delta f0 [semitone]	vocal fry detection
130.08	0.300	37.83	27.99	37.35	29.54	22.02	-10000	0	-2.41	0.649	8.72	-45.56	0.39	-2.41	-10000	-10000	
133.33	0.518	35.43	32.38	32.46	34.22	27.67	131.12	12	-1.25	0.694	-10000	-43.27	-100.00	-1.25	48.04	-10000	
133.33	0.747	34.34	33.13	28.18	32.93	27.86	132.18	12	-1.33	0.586	-1.29	-39.30	-100.00	-2.63	48.18	-10000	
133.33	0.613	33.41	31.63	28.64	31.15	27.81	129.01	12	3.93	0.571	-1.29	-40.47	-100.00	2.64	47.76	-10000	
128.00	0.633	32.86	31.62	26.79	30.21	28.96	127.97	12	6.61	0.572	-4.40	-41.45	-100.00	2.21	47.62	-10000	
126.98	0.533	31.33	30.67	22.79	25.90	29.41	125.92	12	13.91	0.527	-6.90	-44.02	-100.00	7.01	47.34	-10000	
192.77	0.306	27.28	26.43	19.52	26.67	-10000	-10000	0	10.94	0.498	-3.71	-42.22	-100.00	7.23	-10000	-10000	
-10000	-10000	22.36	19.69	18.63	20.52	-10000	-10000	1	6.15	0.503	0.24	-48.54	-100.00	6.15	-10000	-10000	
-10000	-10000	21.48	16.83	19.38	14.67	14.67	-10000	1	6.63	0.599	-10000	-58.12	0.35	6.63	-10000	-10000	
-10000	-10000	20.97	16.14	19.03	16.94	-10000	-10000	1	8.73	0.714	10.27	-61.72	-100.00	8.73	-10000	-10000	
50.00	0.709	19.93	13.63	18.54	14.80	-10000	-10000	1	3.45	0.553	5.28	-56.10	-100.00	3.45	-10000	-10000	
50.63	0.725	19.71	13.87	18.01	15.30	-10000	-10000	1	2.34	0.581	2.41	-56.73	0.52	2.34	-10000	-10000	
50.96	0.776	26.50	18.59	25.68	20.83	-10000	-10000	1	-3.47	0.707	5.12	-57.41	-100.00	-3.47	-10000	-10000	
-10000	-10000	32.40	28.47	30.09	29.07	-10000	-10000	0	-4.66	0.803	-3.51	-56.07	0.32	-8.90	-10000	-10000	
-10000	-10000	29.11	25.73	26.37	26.48	-10000	-10000	0	-3.73	0.626	-1.40	-47.52	0.34	-5.13	-10000	-10000	
155.34	0.281	32.51	29.60	29.37	31.31	20.93	-10000	5	-0.22	0.660	-4.60	-44.35	0.47	-4.82	-10000	-10000	fr
156.86	0.262	36.10	34.37	31.20	35.55	-10000	-10000	5	8.58	0.519	-12.84	-34.08	-100.00	-4.26	-10000	-10000	fr
51.95	0.571	36.17	33.07	33.23	34.71	-10000	122.12	12	3.96	0.622	-11.75	-39.11	-100.00	-7.79	46.81	-10000	fr
121.21	0.495	37.88	34.05	35.55	32.40	33.14	121.21	12	3.76	0.678	-9.41	-44.20	-100.00	-9.74	46.68	-10000	fr
52.81	0.588	37.78	34.72	34.81	33.16	33.54	121.21	13	4.53	0.708	-12.85	-45.14	0.45	-15.38	46.68	-10000	fr
124.03	0.306	36.51	32.89	34.03	35.04	-10000	124.98	13	1.76	0.722	-8.89	-44.11	0.45	-13.33	47.21	-10000	fr
155.34	0.296	30.99	26.09	29.27	28.86	-10000	-10000	0	-1.84	0.585	3.25	-43.33	-100.00	-4.69	-10000	-10000	fr
146.79	0.278	21.72	17.40	19.51	16.57	13.73	-10000	1	6.92	0.422	5.75	-49.87	-100.00	6.92	-10000	-10000	fr
56.34	0.451	32.22	26.87	30.71	30.03	-10000	-10000	0	-8.36	0.709	-3.18	-48.33	0.67	-11.53	-10000	-10000	
-10000	-10000	43.71	34.42	43.17	38.39	13.06	-10000	0	-9.75	0.729	-12.09	-41.21	0.70	-24.02	-10000	-10000	
150.94	0.346	41.66	31.52	41.21	34.74	-10000	-10000	0	-3.01	0.456	-3.08	-32.75	-100.00	-13.76	-10000	-10000	
152.38	0.358	36.94	35.13	32.25	35.82	26.66	-10000	5	4.65	0.731	-6.55	-43.90	-100.00	-6.39	-10000	-10000	
52.98	0.635	35.37	33.07	31.50	29.69	32.31	117.62	12	1.76	0.641	-6.80	-45.02	-100.00	-6.83	46.16	-10000	
114.29	0.489	34.41	32.29	30.25	29.75	31.37	113.42	12	2.59	0.656	-5.77	-45.70	-100.00	-4.20	45.53	-10000	
113.48	0.552	34.80	32.08	31.47	30.77	31.65	112.64	12	0.64	0.641	-5.08	-43.94	-100.00	-6.04	45.41	-10000	
111.89	0.522	33.73	29.15	31.87	31.23	28.74	111.86	12	-3.29	0.660	-2.22	-44.43	0.49	-7.42	45.29	-10000	
111.89	0.638	29.61	26.60	26.56	26.71	21.69	112.64	12	0.92	0.659	-10000	-48.89	-100.00	0.92	45.41	-10000	
113.48	0.617	26.76	24.24	23.02	19.63	22.73	-10000	1	12.57	0.553	-10000	-51.27	-100.00	12.57	-10000	-10000	
114.29	0.630	26.59	24.90	21.59	19.06	24.17	-10000	1	10.89	0.523	-10000	-50.71	-100.00	10.89	-10000	-10000	
115.94	0.728	26.89	24.49	22.97	21.14	23.41	-10000	1	7.56	0.513	-10000	-48.27	-100.00	7.56	-10000	-10000	
116.79	0.620	26.09	24.56	20.72	20.55	23.31	-10000	1	8.89	0.596	-10000	-52.11	-100.00	8.89	-10000	-10000	
118.52	0.625	26.12	24.38	21.03	19.37	23.40	-10000	1	8.53	0.502	-10000	-49.66	-100.00	8.53	-10000	-10000	
122.14	0.749	26.71	25.17	21.37	18.75	24.44	-10000	6	12.83	0.621	-10000	-55.02	-100.00	12.83	-10000	-10000	
124.03	0.762	27.52	25.52	23.08	19.71	24.47	-10000	6	12.15	0.655	-10000	-55.69	-100.00	12.15	-10000	-10000	
-10000	-10000	31.88	29.01	28.70	25.39	28.68	-10000	7	3.55	0.587	-10000	-46.89	-100.00	3.55	-10000	-10000	
130.08	0.539	40.83	38.46	37.07	35.88	37.76	129.01	12	3.98	0.691	-7.46	-41.44	-100.00	-11.56	47.76	-10000	
131.15	0.637	42.99	39.42	40.48	39.91	38.71	130.06	13	2.77	0.765	-13.52	-42.16	0.74	-15.28	47.90	-10000	fr
133.33	0.681	43.92	39.82	41.77	40.60	39.63	132.18	13	1.00	0.762	-10.96	-41.25	-100.00	-14.07	48.18	37.18	fr
136.75	0.703	44.01	40.76	41.22	40.64	40.60	135.58	13	-1.75	0.760	-10.13	-41.07	0.40	-13.79	48.62	37.70	fr
140.35	0.734	44.03	41.38	40.62	40.33	40.94	139.07	13	-1.42	0.816	-10.73	-45.99	0.73	-13.95	49.06	38.31	fr
144.14	0.794	43.35	41.58	38.62	39.19	40.57	142.82	13	-1.90	0.802	-7.63	-45.86	0.75	-9.53	49.52	33.36	fr
145.45	0.844	43.68	39.51	41.59	41.60	38.33	145.40	13	-8.86	0.816	-2.95	-44.72	0.74	-11.82	49.83	25.04	fr
146.79	0.872	44.04	37.98	42.81	42.66	36.60	146.75	13	-11.43	0.791	-0.42	-41.45	0.92	-11.85	49.99	12.17	fr
148.15	0.924	42.65	37.84	40.90	41.69	32.80	146.75	13	-6.42	0.765	-1.01	-40.38	-100.00	-7.43	49.99	0.78	fr
146.79	0.896	41.27	37.42	38.96	39.80	32.61	146.75	13	-2.93	0.711	-1.31	-38.68	-100.00	-4.24	49.99	-9.95	
144.14	0.928	41.05	38.70	37.26	39.84	32.42	144.14	13	-4.76	0.741	-1.77	-40.54	-100.00	-6.54	49.68	-17.17	
142.86	0.818	38.53	36.57	34.13	36.97	31.43	141.59	13	-3.08	0.795	-3.74	-47.47	-100.00	-6.82	49.37	-10000	
140.35	0.676	35.19	33.34	30.57	32.87	29.50	139.07	13	0.24	0.700	-5.98	-44.96	-100.00	-5.74	49.06	-10000	
139.13	0.444	33.49	29.28	31.41	28.07	25.79	-10000	0	2.19	0.513	-4.89	-41.34	-100.00	-2.70	-10000	-10000	
134.45	0.415	38.97	25.13	38.78	27.25	22.16	-10000	0	-1.26	0.553	-10000	-43.65	-100.00	-1.26	-10000	-10000	
-10000	-10000	40.56	24.17	40.46	28.09	18.12	-10000	1	-5.99	0.337	-10000	-35.96	-100.00	-5.99	-10000	-10000	
51.45	0.592	46.43	23.08	46.41	31.33	-10000	-10000	1	-15.34	0.386	0.80	-34.06	-100.00	-15.34	-10000	-10000	
129.03	0.538	47.30	26.03	47.27	31.78	-10000	-10000	6	-10.27	0.524	4.55	-38.03	-100.00	-10.27	-10000	-10000	
129.03	0.536	40.59	26.34	40.42	28.58	20.76	-10000	6	-3.50	0.498	0.71	-40.31	-100.00	-3.50	-10000	-10000	
123.08	0.438	35.40	27.55	34.62	27.78	24.14	-10000	0	1.15	0.579	-1.34	-44.16	-100.00	-0.19	-10000	-10000	
121.21	0.568	36.47	33.61	33.30	34.03	26.65	120.23	12	-6.71	0.636	-2.02	-40.44	-100.00	-8.73	46.54	-10000	
118.52	0.688	38.82	36.63	34.80	36.96	28.50	117.62	13	-7.70	0.722	-5.12	-42.19	-100.00	-12.82	46.16	-10000	
115.11	0.695	40.41	36.90	37.83	37.63	29.24	115.94	13	-4.56	0.746	-8.03	-43.09	-100.00	-12.59	45.91	-64.54	
113.48	0.684	38.99	34.10	37.29	35.75	27.35	113.42	12	-4.57	0.628	-3.04	-38.34	-100.00	-7.62	45.53	-30.27	
111.89	0.753	34.76	32.24	31.18	33.22	25.66	111.09	12	-6.22	0.638	-10000	-41.35	-100.00	-6.22	45.17	-29.70	
110.34	0.648	32.52	29.77	29.21	30.96	25.04	110.32	12	-4.71	0.530	-10000	-39.07	-100.00	-4.71	45.05	-28.58	
109.59	0.659	31.19	28.55	27.75	28.99	24.67	108.80	12	-3.33	0.621	-10000	-44.78	-100.00	-3.33	44.81	-11.05	
106.67	0.574	31.80	28.68	28.85	30.17	24.23	105.95	12	0.09	0.570	-2.12	-41.41	-100.00	-2.04	44.35	8.85	
104.58	0.613	33.00	30.20	29.76	32.15	20.71	105.21	12	-2.47	0.665	-2.90	-43.76	-100.00	-5.37	44.23	24.17	
104.58	0.628	30.98	27.11	28.61	28.28	24.02	119.40	12	-1.84	0.551	-4.43	-42.55	-100.00	-6.27	46.42	-10000	
51.95	1.006	30.99	25.94	29.35	28.88	19.59	121.21	12	-0.29	0.596	-2.57	-43.78	-100.00	-2.86	46.68	-10000	
104.58	0.431	30.29	26.68	27.72	28.27	-10000	-10000	5	-4.66	0.651	-1.53	-46.93	-100.00	-6.19	-10000	-10000	
50.79	0.840	31.96	25.29	30.90	27.11	-10000	-10000	0	-12.22	0.599	-1.17	-45.68	-100.00	-13.39	-10000	-10000	
-10000	-10000	37.03	22.17	36.88	25.25	-10000	-10000	1	-6.58	0.478	4.82	-42.96	-100.00	-6.58	-10000	-10000	
50.63	0.622	40.81	21.84	40.76	26.94	-10000	-10000	1	-11.06	0.541	4.57	-43.50	-100.00	-11.06	-10000	-10000	
50.63	0.840	41.57	21.10	41.53	26.34	-10000	-10000	1	-11.62	0.526	6.29	-43.54	-100.00	-11.62	-10000	-10000	
142.86	0.412	34.66	18.28	34.54	22.89	11.57	-10000	1	-8.07	0.520	10.20	-46.78	-100.00	-8.07	-10000	-10000	
51.28	0.803	32.75	19.79	32.52	24.01	9.15	-10000	1	-8.46	0.509	9.02	-45.26	-100.00	-8.46	-10000	-10000	
-10000	-10000	36.98	18.97	36.91	25.65	-10000	-10000	1	-8.17	0.466	3.11	-42.16	-100.00	-8.17	-10000	-10000	
51.12	0.589	41.77	26.30	41.64	30.14	-10000	-10000	0	-11.14	0.632	3.25	-44.14	-100.00	-12.51	-10000	-10000	
50.00	0.738	37.64	26.83	37.26	29.42	-10000	-10000	0	-3.66	0.664	0.72	-46.44	-100.00	-12.43	-10000	-10000	
49.84	0.542	26.36	19.54	25.27	20.68	9.45	-10000	1	5.21	0.507	6.17	-48.52	-100.00	0.49	-10000	-10000	
50.47	0.864	21.37	15.64	19.81	16.91	-10000	-10000	1	4.50	0.533	8.95	-53.23	-100.00	4.50	-10000	-10000	
144.14	0.264	23.54	17.83	21.94	18.64	-10000	-10000	1	4.83	0.719	9.45	-60.33	-100.00	4.83	-10000	-10000	
50.31	0.708	32.54	27.57	30.87	28.11	13.63	-10000	0	5.05	0.797	-4.00	-56.51	0.28	-2.59	-10000	-10000	
-10000	-10000	30.28	26.68	27.74	27.38	-10000	-10000	0	3.32	0.667	-7.53	-48.64	-100.00	-9.27	-10000	-10000	
50.31	0.790	27.69	24.13	25.13	26.24	-10000	-10000	1	0.29	0.603	-1.51	-46.72	-100.00	-5.52	-10000	-10000	
71.43	0.420	28.62	23.43	27.00	26.75	-10000	-10000	1	-1.46	0.585	-1.65	-45.44	-100.00	-4.20	-10000	-10000	
51.28	0.521	27.55	22.59	25.84	25.33	-10000	-10000	1	-2.62	0.427	-4.82	-41.26	-100.00	-7.94	-10000	-10000	
52.63	0.498	31.20	23.10	30.46	26.54	14.17	-10000	1	-3.30	0.651	-5.85	-48.66	0.39	-9.16	-10000	-10000	
-10000	-10000	30.30	23.67	29.18	26.75	-10000	-10000	1	-1.57	0.531	-9.73	-43.32	-100.00	-11.29	-10000	-10000	
60.38	0.512	29.31	25.31	27.06	27.90	-10000	-10000	0	3.91	0.588	-12.54	-44.42	-100.00	-8.63	-10000	-10000	
46.65	0.820	28.19	23.87	26.11	26.30	-10000	-10000	1	4.80	0.621	-9.11	-47.47	-100.00	-4.31	-10000	-10000	
183.91	0.362	24.71	21.67	21.51	21.21	17.36	-10000	1	6.81	0.611	2.60	-52.11	-100.00	6.81	-10000	-10000	
49.38	0.842	22.75	18.05	20.74	19.59	-10000	-10000	1	6.61	0.550	7.59	-51.20	-100.00	6.61	-10000	-10000	
-10000	-10000	22.84	18.34	20.66	13.71	17.43	-10000	1	8.99	0.566	8.17	-57.71	-100.00	8.99	-10000	-10000	
52.29	0.935	22.22	18.90	19.39	16.14	16.60	-10000	1	11.16	0.514	-10000	-53.31	-100.00	11.16	-10000	-10000	
109.59	0.587	27.80	20.12	26.87	17.49	18.11	-10000	1	7.18	0.603	-10000	-55.47	-100.00	7.18	-10000	-10000	
54.24	0.944	25.75	18.55	24.77	18.42	14.65	-10000	1	4.21	0.610	1.98	-54.85	-100.00	4.21	-10000	-10000	
111.11	0.612	24.89	20.97	22.34	19.81	18.58	-10000	1	7.58	0.557	3.53	-51.25	-100.00	7.58	-10000	-10000	
111.89	0.676	27.17	23.19	24.87	22.38	22.37	-10000	1	1.06	0.511	-10000	-46.96	-100.00	1.06	-10000	-10000	
111.11	0.636	27.94	24.84	24.96	21.64	24.38	-10000	1	4.22	0.526	-2.72	-48.24	-100.00	1.50	-10000	-10000	
110.34	0.757	29.31	25.52	26.90	27.07	19.88	-10000	6	-0.80	0.715	-0.87	-51.65	-100.00	-1.67	-10000	-10000	
54.61	0.953	29.09	24.81	27.04	26.64	18.40	-10000	1	-2.98	0.521	-1.70	-43.06	-100.00	-4.67	-10000	-10000	
108.84	0.606	30.68	26.11	28.78	28.08	19.51	-10000	6	-1.88	0.685	-3.42	-48.90	-100.00	-5.30	-10000	-10000	
105.96	0.473	28.44	24.51	26.13	25.69	18.92	-10000	1	0.78	0.555	-3.62	-45.29	-100.00	-2.85	-10000	-10000	
104.58	0.508	26.54	22.88	23.98	23.39	19.01	-10000	1	1.27	0.543	-10000	-47.13	-100.00	1.27	-10000	-10000	
103.90	0.466	25.57	21.13	23.53	20.20	20.83	-10000	1	0.05	0.519	5.96	-49.43	-100.00	0.05	-10000	-10000	
50.16	0.980	23.76	17.54	22.47	17.34	16.74	-10000	1	-3.44	0.440	-10000	-49.65	-100.00	-3.44	-10000	-10000	
-10000	-10000	26.01	17.98	25.19	20.53	-10000	-10000	1	1.50	0.571	5.30	-51.09	-100.00	1.50	-10000	-10000	
49.38	0.891	28.48	16.88	28.15	19.88	-10000	-10000	1	0.80	0.504	4.20	-49.22	-100.00	0.80	-10000	-10000	
48.93	0.630	28.39	17.05	28.01	18.52	11.17	-10000	1	-0.68	0.531	4.15	-51.55	-100.00	-0.68	-10000	-10000	
50.16	0.907	27.16	16.51	26.74	19.22	-10000	-10000	1	-1.33	0.388	8.92	-46.22	-100.00	-1.33	-10000	-10000	
49.54	0.663	28.12	17.18	27.70	19.03	10.38	-10000	1	-2.66	0.551	5.25	-51.80	-100.00	-2.66	-10000	-10000	
51.78	0.770	29.05	18.24	28.66	20.49	12.06	-10000	1	-2.39	0.461	7.63	-47.16	-100.00	-2.39	-10000	-10000	
160.00	0.321	29.66	21.38	28.93	24.01	12.50	-10000	1	-3.90	0.569	5.67	-47.53	-100.00	-3.90	-10000	-10000	
49.84	0.916	31.01	25.25	29.66	27.17	-10000	-10000	0	-2.77	0.437	0.41	-39.72	-100.00	-10.87	-10000	-10000	
-10000	-10000	29.44	23.67	28.09	25.79	-10000	-10000	1	-0.97	0.553	-10000	-45.11	-100.00	-5.97	-10000	-10000	
49.69	0.699	24.99	19.76	23.32	21.24	-10000	-10000	1	2.10	0.411	4.55	-44.87	-100.00	2.10	-10000	-10000	
56.14	0.549	22.19	18.24	19.69	19.59	-10000	-10000	1	5.80	0.465	5.44	-48.19	-100.00	5.80	-10000	-10000	
66.39	0.406	22.27	17.51	20.27	18.30	12.51	-10000	1	-1.04	0.517	-3.62	-51.26	-100.00	-4.67	-10000	-10000	
48.63	0.945	23.55	19.53	21.32	20.62	14.84	-10000	1	-1.49	0.706	-1.31	-57.56	0.48	-2.81	-10000	-10000	fr
-10000	-10000	21.84	17.68	19.50	18.98	-10000	-10000	1	-1.36	0.391	2.79	-46.55	-100.00	-1.36	-10000	-10000	fr
51.12	1.005	23.15	19.81	20.32	21.02	-10000	-10000	1	-2.26	0.551	-2.57	-49.81	0.42	-5.36	-10000	-10000	fr
-10000	-10000	22.46	18.96	19.58	19.86	-10000	-10000	1	0.28	0.591	-4.56	-52.59	-100.00	-4.28	-10000	-10000	fr
49.84	0.867	22.02	14.89	20.96	15.21	11.00	-10000	1	-0.72	0.497	-1.68	-53.64	-100.00	-2.41	-10000	-10000	fr
49.84	0.655	21.46	14.65	20.27	16.28	-10000	-10000	1	1.11	0.511	7.93	-53.06	-100.00	1.11	-10000	-10000	
50.00	0.790	21.76	15.63	20.31	16.93	-10000	-10000	1	4.58	0.560	8.72	-54.25	-100.00	4.58	-10000	-10000	
51.45	0.734	21.53	16.02	19.93	16.62	11.56	-10000	1	2.46	0.488	5.75	-51.92	-100.00	2.46	-10000	-10000	
49.54	0.817	22.90	16.52	21.58	19.57	-10000	-10000	1	-1.21	0.598	5.95	-53.18	-100.00	-1.21	-10000	-10000	
49.54	0.739	20.92	14.99	19.42	17.25	-10000	-10000	1	0.12	0.506	6.71	-51.92	-100.00	0.12	-10000	-10000	
50.96	0.825	21.14	15.72	19.48	17.42	-10000	-10000	1	3.78	0.672	8.48	-58.86	-100.00	3.78	-10000	-10000	
156.86	0.328	31.37	17.41	31.18	17.81	11.54	-10000	1	4.08	0.502	6.70	-51.22	-100.00	4.08	-10000	-10000	
50.47	0.897	30.51	17.33	30.29	17.31	10.87	-10000	1	2.37	0.571	7.05	-54.31	-100.00	2.37	-10000	-10000	
50.00	0.536	20.36	15.43	18.18	16.56	-10000	-10000	1	-0.42	0.605	4.01	-56.49	-100.00	-0.42	-10000	-10000	
49.84	1.038	19.62	13.99	18.07	15.31	-10000	-10000	1	3.39	0.559	5.45	-55.83	-100.00	3.39	-10000	-10000	
-10000	-10000	20.02	13.46	18.60	12.72	10.13	-10000	1	5.13	0.516	7.88	-56.80	-100.00	5.13	-10000	-10000	
50.31	0.995	20.79	13.46	19.73	15.17	-10000	-10000	1	5.87	0.475	7.49	-52.94	-100.00	5.87	-10000	-10000	
50.63	0.584	20.87	15.75	19.04	17.09	-10000	-10000	1	3.35	0.624	6.78	-56.82	-100.00	3.35	-10000	-10000	
49.84	0.825	20.71	16.15	18.39	17.39	-10000	-10000	1	4.76	0.649	6.55	-57.71	-100.00	4.76	-10000	-10000	
50.16	0.863	20.33	14.56	18.72	14.66	10.12	-10000	1	5.24	0.480	7.65	-53.61	-100.00	5.24	-10000	-10000	
50.16	0.777	20.46	14.63	18.58	15.27	9.22	-10000	1	4.61	0.535	5.90	-54.95	-100.00	4.61	-10000	-10000	
49.69	0.811	20.82	15.81	18.90	17.00	-10000	-10000	1	3.81	0.482	5.31	-51.34	-100.00	3.81	-10000	-10000	
50.00	0.902	20.45	16.54	17.83	17.13	-10000	-10000	1	6.18	0.554	7.39	-53.81	-100.00	6.18	-10000	-10000	
50.16	0.671	20.40	16.52	17.78	17.47	-10000	-10000	1	1.53	0.530	4.88	-52.56	-100.00	1.53	-10000	-10000	
50.79	0.886	21.35	17.14	19.16	18.22	-10000	-10000	1	4.65	0.432	4.71	-48.52	0.41	4.65	-10000	-10000	fr
145.45	0.337	21.19	17.22	18.56	17.12	11.66	-10000	1	2.62	0.459	4.06	-50.47	0.48	2.62	-10000	-10000	fr
49.84	1.127	20.45	16.26	18.25	16.27	9.53	-10000	1	4.73	0.518	7.78	-53.32	-100.00	4.73	-10000	-10000	fr
146.79	0.258	20.69	16.61	18.07	16.22	11.13	-10000	1	4.68	0.525	5.58	-53.63	0.54	4.68	-10000	-10000	fr
50.63	1.024	20.14	16.09	17.76	16.05	9.97	-10000	1	4.64	0.532	7.26	-54.06	-100.00	4.64	-10000	-10000	fr
51.45	0.627	20.67	16.35	18.31	15.93	11.28	-10000	1	4.38	0.623	10.34	-57.93	-100.00	4.38	-10000	-10000	fr
48.78	0.905	20.52	15.74	18.57	16.86	-10000	-10000	1	4.94	0.549	7.04	-53.89	-100.00	4.94	-10000	-10000	
49.23	0.752	20.42	15.41	18.53	16.30	-10000	-10000	1	4.81	0.572	2.09	-55.36	-100.00	4.81	-10000	-10000	
50.16	0.872	19.81	14.34	18.04	13.68	10.09	-10000	1	7.61	0.574	7.17	-58.06	-100.00	7.61	-10000	-10000	
50.31	0.807	19.50	14.37	17.64	15.34	-10000	-10000	1	7.60	0.638	5.60	-59.23	-100.00	7.60	-10000	-10000	
50.00	0.928	19.25	14.08	17.27	14.79	-10000	-10000	1	7.72	0.637	6.39	-59.73	-100.00	7.72	-10000	-10000	
50.31	0.752	19.57	14.65	17.57	15.40	-10000	-10000	1	6.21	0.593	4.72	-57.13	-100.00	6.21	-10000	-10000	
49.84	0.949	19.47	14.87	17.26	15.85	-10000	-10000	1	6.48	0.586	4.03	-56.38	-100.00	6.48	-10000	-10000	
49.38	0.716	19.68	13.41	18.26	13.30	10.41	-10000	1	4.98	0.516	5.22	-56.22	-100.00	4.98	-10000	-10000	
50.00	0.947	19.10	13.06	17.55	14.58	-10000	-10000	1	6.83	0.444	8.58	-52.53	-100.00	6.83	-10000	-10000	
50.63	0.727	19.09	13.58	17.36	12.67	10.38	-10000	1	3.35	0.468	7.94	-55.21	-100.00	3.35	-10000	-10000	
50.31	1.004	19.00	13.49	17.31	14.71	-10000	-10000	1	5.68	0.549	5.11	-56.04	-100.00	5.68	-10000	-10000	
49.69	0.613	19.94	14.31	18.23	15.75	-10000	-10000	1	5.53	0.570	4.71	-55.83	0.32	5.53	-10000	-10000	
50.00	0.990	19.10	13.40	17.53	14.83	-10000	-10000	1	4.84	0.528	6.94	-55.13	0.41	4.84	-10000	-10000	
49.84	0.652	19.27	13.44	17.51	14.85	-10000	-10000	1	4.94	0.535	9.35	-55.37	-100.00	4.94	-10000	-10000	
50.00	0.985	19.24	13.55	17.68	13.02	9.99	-10000	1	4.11	0.424	8.80	-53.48	-100.00	4.11	-10000	-10000	
50.47	0.702	19.22	13.10	17.55	13.89	8.44	-10000	1	3.02	0.450	6.92	-53.41	-100.00	3.02	-10000	-10000	
50.63	0.913	19.58	13.78	18.06	15.53	-10000	-10000	1	4.26	0.649	5.93	-59.57	-100.00	4.26	-10000	-10000	
49.23	0.724	19.93	14.10	18.36	15.55	-10000	-10000	1	2.64	0.643	7.73	-59.26	-100.00	2.64	-10000	-10000	
49.23	0.846	20.01	15.01	18.09	15.64	-10000	-10000	1	5.83	0.636	13.10	-58.83	-100.00	5.83	-10000	-10000	
50.47	0.688	19.56	14.29	17.72	13.34	10.61	-10000	1	6.62	0.553	11.96	-57.56	-100.00	6.62	-10000	-10000	
49.84	0.960	19.85	13.00	18.54	14.10	-10000	-10000	1	6.25	0.468	7.33	-53.78	-100.00	6.25	-10000	-10000	
64.00	0.535	19.86	14.56	18.10	13.60	11.33	-10000	1	7.14	0.481	11.39	-54.71	-100.00	7.14	-10000	-10000	
144.14	0.390	20.79	17.39	17.69	14.95	15.64	-10000	1	10.71	0.591	15.64	-57.50	-100.00	10.71	-10000	-10000	
136.75	0.465	22.88	21.37	17.17	21.84	-10000	-10000	1	11.80	0.612	1.13	-51.52	-100.00	11.80	-10000	-10000	
129.03	0.627	22.85	21.06	17.90	14.77	20.42	-10000	1	12.32	0.590	-10000	-57.63	-100.00	12.32	-10000	-10000	
135.59	0.753	23.03	21.44	17.53	12.87	21.11	-10000	1	14.69	0.505	0.46	-56.26	-100.00	14.69	-10000	-10000	
137.93	0.730	23.67	22.28	17.91	14.17	21.84	-10000	1	14.45	0.592	1.21	-58.32	-100.00	14.45	-10000	-10000	
136.75	0.694	23.66	21.88	18.63	15.86	21.06	-10000	1	12.41	0.581	-10000	-56.17	-100.00	12.41	-10000	-10000	
52.29	0.581	22.95	19.95	19.82	15.24	18.66	-10000	1	10.93	0.551	-0.10	-55.59	-100.00	10.83	-10000	-10000	
141.59	0.258	31.07	25.85	29.49	25.95	17.21	-10000	0	1.75	0.804	-1.31	-59.27	-100.00	0.44	-10000	-10000	
48.05	0.614	35.21	26.19	34.62	27.22	17.58	-10000	0	-2.03	0.537	-7.56	-43.07	-100.00	-9.59	-10000	-10000	
153.85	0.605	37.41	27.96	36.88	28.45	23.84	144.14	12	0.48	0.410	-1.66	-37.63	-100.00	-1.17	49.68	-10000	
160.00	0.733	36.30	33.39	33.18	31.02	30.55	155.29	12	4.28	0.521	-1.76	-38.68	-100.00	2.52	50.97	-10000	
164.95	0.881	37.89	36.76	31.49	32.99	35.00	161.61	12	5.24	0.669	-0.90	-43.13	-100.00	4.34	51.66	-10000	
166.67	0.956	40.41	39.56	32.88	36.54	37.29	166.63	12	4.55	0.627	-1.13	-37.51	-100.00	3.42	52.19	35.71	
170.21	0.995	42.32	41.39	35.19	39.91	37.90	170.13	13	-0.43	0.626	-0.48	-40.61	-100.00	-0.91	52.55	26.92	
172.04	0.973	42.55	41.52	35.81	40.72	37.21	172.01	13	-4.02	0.662	-0.14	-45.41	-100.00	-4.16	52.74	18.25	
173.91	0.918	42.36	40.76	37.24	39.55	38.10	173.91	13	-4.07	0.705	-0.37	-44.89	-100.00	-4.44	52.93	10.56	
173.91	0.934	41.01	39.19	36.34	36.76	37.63	173.91	13	-1.89	0.717	0.25	-55.07	-100.00	-1.89	52.93	2.54	
172.04	0.950	37.85	36.76	31.30	31.75	36.27	172.01	13	6.65	0.628	3.48	-47.09	-100.00	6.65	52.74	-6.13	
172.04	0.986	35.82	35.38	25.58	23.35	35.34	172.01	13	13.02	0.616	7.84	-56.31	-100.00	13.02	52.74	-16.75	
168.42	0.967	36.47	34.88	31.32	18.81	34.85	170.13	13	15.56	0.598	7.15	-53.94	-100.00	15.56	52.55	-28.39	
166.67	0.927	34.70	34.26	24.54	18.69	34.18	166.63	13	18.77	0.665	7.15	-57.22	-100.00	18.77	52.19	-44.06	
161.62	0.955	34.23	34.04	20.32	19.10	33.95	161.61	13	19.38	0.520	4.73	-50.57	-100.00	19.38	51.66	-60.66	
