#f0 [Hz]	periodicity (0~1)	power [dB]	sonorant power [dB]	high freq. power [dB]	 mid freq. power [dB]	low freq power [dB]	f0 after post-proc. [Hz]	f0 reliability code (0 ~ 13)	a1-a3 [dB]	f1f3syn (-1.0~1.0)	h1-a1 [dB]	breathpow [dB]	ips (-1.0~1.0)	h1-a3 [dB]	f0 after post-proc [semitone]	delta f0 [semitone]	vocal fry detection
216.22	0.943	44.53	41.97	41.01	43.46	32.22	216.10	13	-8.89	0.609	-10000	-43.87	-100.00	-8.89	56.69	2.13	
216.22	0.923	44.36	41.49	41.20	43.15	33.06	216.10	13	-7.96	0.578	-10000	-43.87	-100.00	-7.96	56.69	0.00	
216.22	0.934	44.53	42.06	40.91	43.30	34.30	216.10	13	-6.56	0.638	-10000	-40.07	-100.00	-6.56	56.69	-2.79	
216.22	0.967	43.16	41.19	38.77	41.59	35.24	216.10	13	-2.63	0.621	-10000	-40.64	-100.00	-2.63	56.69	-4.80	
216.22	0.920	40.43	38.88	35.19	37.70	35.82	216.10	13	3.09	0.581	-10000	-33.34	-100.00	3.09	56.69	-7.90	
213.33	0.903	37.56	36.04	32.22	33.99	34.51	210.43	13	2.58	0.580	-10000	-40.99	-100.00	2.58	56.23	-9.09	
210.53	0.902	34.92	32.95	30.52	30.64	32.48	210.43	13	1.37	0.608	-10000	-53.77	-100.00	1.37	56.23	-8.14	
213.33	0.899	37.20	34.70	33.61	33.60	34.36	210.43	13	-0.38	0.687	-10000	-57.90	-100.00	-0.38	56.23	-8.84	
210.53	0.959	40.30	38.31	35.93	35.73	37.96	210.43	13	0.77	0.675	-1.28	-47.39	-100.00	-0.51	56.23	-9.82	
210.53	0.942	43.50	41.43	39.29	39.15	40.96	210.43	13	0.69	0.654	-3.20	-49.85	-100.00	-2.50	56.23	-19.51	
207.79	0.945	45.55	44.30	39.54	40.40	43.63	207.77	13	6.85	0.696	-2.60	-44.37	-100.00	-2.39	56.01	-27.08	
205.13	0.910	45.77	44.79	38.80	39.07	44.35	205.03	13	11.87	0.686	-3.16	-36.98	-100.00	1.59	55.78	-35.74	
200.00	0.902	45.25	42.88	41.47	41.26	42.40	199.89	13	3.64	0.725	-2.59	-39.10	-100.00	-2.89	55.34	-43.59	
192.77	0.884	44.75	42.29	41.11	40.98	41.85	195.09	13	1.39	0.703	-3.32	-36.03	-100.00	-1.94	54.92	-52.46	
188.24	0.883	46.00	42.71	43.25	43.30	42.37	188.23	13	-0.11	0.748	-3.88	-36.57	-100.00	-3.99	54.30	-63.09	
181.82	0.862	46.28	43.01	43.51	44.07	42.15	181.71	13	-0.31	0.718	-3.58	-33.85	-100.00	-3.90	53.69	-70.31	
172.04	0.829	44.40	42.34	40.15	41.16	41.51	172.01	12	0.64	0.679	-4.06	-34.50	-100.00	-3.41	52.74	-74.13	
161.62	0.864	42.75	41.75	35.87	36.82	41.40	163.20	12	2.90	0.682	-2.70	-39.01	-100.00	0.20	51.83	-69.20	
158.42	0.919	42.39	41.87	32.94	34.04	41.64	158.37	12	7.36	0.645	-1.07	-39.88	-100.00	4.50	51.31	-57.94	
152.38	0.966	41.92	41.06	34.45	35.09	40.80	152.36	13	4.33	0.573	-0.24	-37.51	-100.00	3.38	50.64	-46.17	
150.94	0.970	42.49	40.86	37.45	38.19	40.36	150.87	13	2.50	0.612	-1.38	-39.66	-100.00	0.00	50.47	-35.88	
149.53	0.940	41.78	40.34	36.27	37.19	39.50	150.87	12	4.15	0.516	-2.30	-31.34	-100.00	1.13	50.47	-10000	
149.53	0.783	37.51	35.45	33.26	31.60	34.28	146.75	12	0.22	0.591	1.98	-39.86	-100.00	0.22	49.99	-10000	
155.34	0.519	26.39	25.00	20.55	25.47	-10000	-10000	0	11.93	0.574	8.09	-45.28	-100.00	11.93	-10000	-10000	
150.94	0.831	24.39	22.93	18.67	15.47	22.36	-10000	1	17.57	0.540	10.67	-53.94	-100.00	17.57	-10000	-10000	
153.85	0.645	29.72	26.85	26.53	27.67	20.53	-10000	0	5.62	0.655	12.22	-46.74	-100.00	5.62	-10000	-10000	
149.53	0.525	38.54	34.88	36.10	36.53	-10000	-10000	0	-1.89	0.593	-3.75	-35.01	-100.00	-5.64	-10000	-10000	
146.79	0.581	43.17	41.64	37.89	41.86	34.95	146.75	12	0.91	0.690	-10.71	-34.41	0.35	-9.81	49.99	-10000	
142.86	0.811	46.52	45.12	40.90	44.34	42.16	141.59	13	-2.13	0.730	-11.20	-34.33	-100.00	-13.33	49.37	-10000	
142.86	0.874	47.27	45.36	42.80	45.37	42.28	142.82	13	-3.05	0.697	-10.85	-31.70	-100.00	-13.90	49.52	-3.27	
142.86	0.901	48.35	45.47	45.20	46.55	42.70	142.82	13	-0.54	0.738	-8.29	-32.64	0.74	-8.84	49.52	-1.31	
144.14	0.942	45.30	42.86	41.65	42.96	41.04	144.14	13	-0.07	0.747	-5.82	-36.84	-100.00	-5.89	49.68	3.28	
144.14	0.919	43.45	41.53	38.98	40.98	39.46	142.82	13	-3.73	0.807	-3.93	-43.52	-100.00	-7.66	49.52	0.51	
142.86	0.990	41.35	39.65	36.45	38.78	37.55	142.82	13	-3.62	0.770	-2.64	-42.68	-100.00	-6.26	49.52	0.03	
142.86	0.920	38.56	36.12	34.89	35.25	34.99	142.82	13	-2.22	0.761	-1.15	-45.54	-100.00	-3.37	49.52	-2.34	
142.86	0.911	34.97	32.39	31.46	27.63	32.07	142.82	13	1.71	0.708	0.14	-49.68	-100.00	1.71	49.52	3.50	
142.86	0.903	32.10	30.54	26.85	19.15	30.47	144.14	13	11.81	0.656	0.65	-55.31	-100.00	11.81	49.68	4.29	
144.14	0.945	31.31	30.37	24.07	17.18	30.25	144.14	13	14.85	0.580	2.42	-53.82	-100.00	14.85	49.68	4.63	
145.45	0.977	30.67	30.16	20.78	20.01	29.79	145.40	13	15.31	0.609	1.93	-52.23	-100.00	15.31	49.83	4.32	
146.79	0.852	29.33	28.79	19.80	18.09	28.50	144.14	12	14.27	0.615	2.11	-54.42	-100.00	14.27	49.68	-10000	
148.15	0.817	27.36	26.54	19.52	17.06	26.21	144.14	12	14.46	0.634	5.45	-56.33	-100.00	14.46	49.68	-10000	
153.85	0.776	24.77	23.37	18.97	14.72	22.92	-10000	1	17.02	0.386	12.07	-49.68	-100.00	17.02	-10000	-10000	
149.53	0.661	23.88	22.31	18.43	15.50	21.61	-10000	1	18.59	0.632	15.67	-57.79	-100.00	18.59	-10000	-10000	
155.34	0.726	35.50	32.97	31.94	27.34	32.08	-10000	5	12.97	0.735	11.82	-51.66	-100.00	5.60	-10000	-10000	
155.34	0.499	40.65	38.58	36.43	38.75	17.39	-10000	6	14.92	0.725	-4.14	-39.60	-100.00	-3.45	-10000	-10000	
195.12	0.412	38.11	35.03	35.16	35.67	22.49	-10000	6	4.83	0.652	-1.76	-38.59	-100.00	-5.09	-10000	-10000	
152.38	0.581	42.64	40.17	39.02	41.77	-10000	-10000	5	-2.61	0.783	-2.63	-40.70	-100.00	-5.24	-10000	-10000	
150.94	0.771	43.21	41.59	38.14	37.31	41.22	150.87	12	1.16	0.672	-4.64	-37.98	-100.00	-3.49	50.47	-10000	
149.53	0.868	43.78	42.21	38.59	38.08	41.73	149.49	13	4.57	0.701	-6.73	-41.86	-100.00	-2.16	50.31	-10000	
148.15	0.941	44.98	42.37	41.53	40.09	40.43	148.11	13	-0.06	0.756	-4.73	-40.34	-100.00	-5.11	50.15	-10000	
148.15	0.842	44.55	41.10	41.94	42.45	31.70	148.11	12	-2.90	0.644	0.99	-31.42	-100.00	-4.81	50.15	-10000	
150.94	0.711	41.64	38.67	38.58	40.52	29.00	-10000	0	-0.98	0.487	-1.05	-27.00	-100.00	-3.57	-10000	-10000	
145.45	0.676	42.57	41.17	36.98	42.00	25.50	-10000	0	5.60	0.485	-5.79	-25.45	-100.00	-2.05	-10000	-10000	
146.79	0.697	45.20	43.64	39.99	44.49	22.93	-10000	6	5.82	0.575	-13.06	-26.30	-100.00	-8.37	-10000	-10000	
146.79	0.615	45.22	42.43	41.98	44.15	19.14	-10000	6	2.53	0.605	-16.19	-27.91	-100.00	-15.47	-10000	-10000	
149.53	0.372	43.92	40.81	41.00	42.85	17.71	-10000	5	2.23	0.474	-14.97	-24.24	-100.00	-17.32	-10000	-10000	
48.93	0.650	43.90	39.12	42.14	42.63	-10000	-10000	0	1.07	0.446	-26.43	-23.55	-100.00	-25.35	-10000	-10000	
50.79	0.853	43.12	38.14	41.45	41.42	-10000	-10000	0	-1.68	0.506	-21.55	-26.76	-100.00	-23.23	-10000	-10000	
51.78	0.510	42.11	37.75	40.12	40.61	-10000	-10000	5	0.96	0.465	-19.00	-26.18	-100.00	-20.19	-10000	-10000	
49.08	0.837	43.52	39.58	41.28	42.28	12.33	-10000	6	3.52	0.550	-24.12	-27.52	-100.00	-23.03	-10000	-10000	
-10000	-10000	42.26	37.62	40.44	40.53	15.16	-10000	0	2.66	0.576	-14.90	-30.30	-100.00	-18.03	-10000	-10000	
170.21	0.620	44.09	40.15	41.85	43.22	-10000	-10000	5	-0.37	0.653	-3.21	-31.09	-100.00	-7.39	-10000	-10000	
168.42	0.905	49.38	46.16	46.56	46.43	45.14	170.13	13	0.83	0.744	-3.38	-33.17	-100.00	-7.17	52.55	-10000	
166.67	0.919	49.32	47.26	45.10	45.91	46.22	166.63	13	1.20	0.757	-3.79	-34.59	-100.00	-5.16	52.19	-10000	
164.95	0.934	48.96	47.56	43.35	43.98	46.80	164.91	13	6.09	0.723	-4.54	-34.25	-100.00	-4.02	52.01	-0.05	
163.27	0.933	46.29	44.07	42.31	41.41	43.62	163.20	13	3.21	0.738	-1.65	-40.82	-100.00	-3.66	51.83	-20.02	
161.62	0.949	45.72	42.28	43.09	42.37	41.45	161.61	13	-3.97	0.697	1.52	-35.36	-100.00	-3.97	51.66	-17.53	
160.00	0.956	45.03	41.28	42.66	41.55	40.08	159.94	13	-1.27	0.677	0.89	-42.08	-100.00	-1.27	51.48	-17.35	
158.42	0.971	44.69	42.07	41.26	42.61	38.72	158.37	13	-1.10	0.671	-0.27	-38.11	-100.00	-1.36	51.31	-18.99	
156.86	0.959	44.73	43.17	39.54	43.04	39.19	156.83	13	-0.01	0.672	-1.48	-34.21	-100.00	-1.49	51.14	-23.55	
155.34	0.935	44.92	44.16	36.98	43.16	39.61	155.29	13	-1.70	0.645	-2.09	-33.51	-100.00	-3.79	50.97	-30.42	
152.38	0.951	45.01	44.39	36.28	43.21	40.02	152.36	12	-1.20	0.693	-2.21	-33.23	-100.00	-3.41	50.64	-37.00	
148.15	0.895	44.10	43.29	36.44	42.34	39.23	148.11	12	1.66	0.660	-3.72	-32.33	-100.00	-2.06	50.15	-43.48	
145.45	0.916	41.84	41.08	33.92	36.03	40.47	142.82	12	1.34	0.675	-2.87	-39.42	-100.00	-1.54	49.52	-47.17	
139.13	0.859	39.85	39.28	30.73	35.27	37.90	139.07	13	4.09	0.700	-5.25	-41.57	-100.00	-1.16	49.06	-45.31	
136.75	0.764	40.11	39.23	32.72	35.96	37.88	135.58	13	3.69	0.744	-8.98	-43.64	-100.00	-5.29	48.62	-40.37	
134.45	0.745	39.11	37.63	33.72	37.18	34.37	133.33	13	4.66	0.631	-7.15	-36.06	-100.00	-2.49	48.33	-33.57	
132.23	0.804	38.23	37.65	29.19	35.74	34.30	132.18	13	2.29	0.591	-5.78	-35.72	-100.00	-3.49	48.18	-28.71	
130.08	0.682	35.42	34.78	26.76	32.21	31.64	130.06	12	1.47	0.564	-4.37	-38.14	-100.00	-2.90	47.90	-10000	
124.03	0.525	28.46	26.45	24.08	23.56	23.90	126.94	12	6.16	0.599	-2.62	-48.24	-100.00	3.54	47.48	-10000	
126.98	0.557	23.77	21.54	19.56	16.24	20.56	-10000	1	13.69	0.480	-10000	-51.04	-100.00	13.69	-10000	-10000	
125.98	0.545	26.14	22.55	23.54	16.10	22.01	-10000	1	13.53	0.523	-10000	-52.68	-100.00	13.53	-10000	-10000	
132.23	0.577	32.79	26.33	31.66	22.99	25.16	-10000	0	10.33	0.480	-10000	-44.29	-100.00	10.33	-10000	-10000	
131.15	0.695	35.90	34.12	31.14	31.31	32.14	125.92	12	1.32	0.564	-2.54	-39.04	-100.00	-1.22	47.34	-10000	
124.03	0.720	41.33	40.43	34.02	37.69	38.38	123.97	13	-0.89	0.705	-7.88	-39.44	-100.00	-8.77	47.07	-10000	
122.14	0.743	44.11	41.71	40.38	40.90	40.28	122.12	13	1.70	0.776	-9.59	-41.02	-100.00	-8.75	46.81	-19.58	
121.21	0.846	45.67	41.95	43.27	43.50	40.41	120.23	13	-2.58	0.751	-6.68	-36.58	-100.00	-13.02	46.54	-8.20	
120.30	0.912	45.07	41.52	42.53	43.69	37.96	120.23	13	-2.74	0.709	-7.14	-33.68	-100.00	-12.05	46.54	-2.82	
121.21	0.806	41.08	39.74	35.31	39.04	36.23	121.21	12	-3.96	0.608	-6.03	-33.15	0.86	-9.99	46.68	5.38	
122.14	0.820	39.56	38.03	34.29	37.59	34.76	122.12	13	-5.00	0.732	-3.98	-41.21	-100.00	-9.13	46.81	12.58	
124.03	0.894	37.62	35.62	33.27	34.39	34.03	123.97	13	1.42	0.720	-3.83	-43.65	-100.00	-2.57	47.07	14.84	
125.00	0.908	35.71	34.30	30.13	30.55	33.57	124.98	13	5.32	0.675	-4.21	-44.90	-100.00	0.16	47.21	13.67	
124.03	0.737	32.51	31.15	26.75	25.67	30.58	124.98	12	7.26	0.668	-2.07	-49.41	-100.00	5.10	47.21	11.53	
125.00	0.795	28.90	27.90	21.91	20.48	27.34	124.98	12	9.62	0.586	0.86	-50.76	-100.00	9.62	47.21	6.80	
126.98	0.934	28.17	27.46	19.79	18.89	26.97	125.92	12	11.40	0.580	1.94	-52.11	-100.00	11.40	47.34	-10000	
126.98	0.899	27.32	26.54	19.25	17.14	26.17	126.94	13	16.64	0.507	1.49	-51.07	-100.00	16.64	47.48	-10000	
125.98	0.653	25.71	24.29	20.00	16.53	23.76	-10000	1	12.93	0.458	0.57	-50.04	-100.00	12.93	-10000	-10000	
124.03	0.495	23.28	20.63	19.62	17.62	18.53	-10000	1	10.12	0.469	6.80	-49.30	-100.00	10.12	-10000	-10000	
135.59	0.418	22.20	18.01	19.96	15.55	16.23	-10000	1	11.24	0.576	11.49	-55.28	-100.00	11.24	-10000	-10000	
68.38	0.416	20.68	14.89	19.07	13.39	12.66	-10000	1	10.11	0.381	10.76	-50.87	-100.00	10.11	-10000	-10000	
-10000	-10000	22.08	18.09	19.65	18.88	-10000	-10000	1	4.93	0.621	2.75	-53.90	-100.00	3.84	-10000	-10000	
53.16	0.769	40.03	38.38	35.02	38.57	-10000	-10000	0	13.38	0.830	-12.45	-48.14	-100.00	-10.85	-10000	-10000	
-10000	-10000	38.99	37.13	34.40	37.27	14.46	-10000	0	15.47	0.793	-11.59	-46.02	-100.00	-8.87	-10000	-10000	
186.05	0.283	31.47	29.66	26.73	30.04	-10000	-10000	0	3.44	0.590	-0.63	-41.37	-100.00	1.80	-10000	-10000	
150.94	0.753	36.88	36.35	27.40	32.53	34.52	152.36	12	6.70	0.685	-3.68	-43.46	-100.00	3.02	50.64	-10000	
150.94	0.914	39.49	38.92	30.37	29.82	38.65	150.87	13	3.20	0.691	-4.66	-47.91	-100.00	-1.45	50.47	-10000	
150.94	0.969	40.74	40.09	32.18	37.76	36.91	150.87	13	3.21	0.749	-3.81	-44.47	-100.00	-0.60	50.47	-10000	
152.38	0.949	41.30	40.74	32.16	38.51	37.44	150.87	13	1.38	0.729	-3.12	-40.10	-100.00	-1.74	50.47	4.65	
152.38	0.987	42.04	41.27	34.09	39.16	38.03	152.36	13	-0.39	0.689	-2.43	-39.00	-100.00	-2.83	50.64	4.46	
152.38	0.985	41.32	40.44	33.97	37.64	37.82	153.78	13	0.49	0.682	-1.40	-46.24	-100.00	-0.92	50.80	4.68	
152.38	0.962	38.25	37.53	30.09	33.69	35.58	152.36	13	4.11	0.707	1.34	-43.56	-100.00	4.11	50.64	-10000	
152.38	0.826	31.51	30.91	22.47	23.21	30.22	146.75	12	13.72	0.578	9.69	-47.70	-100.00	13.72	49.99	-10000	
153.85	0.871	29.18	27.60	23.94	16.49	27.34	-10000	5	23.22	0.483	14.90	-50.90	-100.00	23.22	-10000	-10000	
152.38	0.884	29.27	26.56	25.88	18.27	26.05	-10000	5	18.71	0.509	16.58	-50.01	-100.00	18.71	-10000	-10000	
149.53	0.574	34.42	26.45	33.66	25.37	22.68	-10000	0	8.17	0.430	9.13	-40.32	-100.00	8.17	-10000	-10000	
148.15	0.455	35.66	32.39	32.89	30.91	28.66	-10000	0	2.41	0.556	-11.56	-39.12	-100.00	-9.15	-10000	-10000	
142.86	0.692	38.62	37.44	32.39	35.30	34.04	140.28	13	4.62	0.733	-14.82	-43.56	-100.00	-10.20	49.21	-10000	
139.13	0.702	38.53	37.25	32.58	35.59	33.67	136.68	13	3.03	0.734	-8.32	-43.34	-100.00	-5.30	48.76	-10000	
132.23	0.748	37.95	36.92	31.20	35.61	32.44	132.18	13	1.54	0.772	-5.57	-46.00	-100.00	-4.03	48.18	-51.37	
129.03	0.791	39.01	37.96	32.34	34.09	36.43	129.01	13	1.74	0.751	-8.06	-45.99	-100.00	-6.33	47.76	-48.32	
125.98	0.682	38.95	37.84	32.46	36.07	34.71	124.98	12	2.25	0.674	-9.54	-39.33	-100.00	-7.29	47.21	-46.08	
121.21	0.694	39.44	38.00	33.94	36.41	34.67	121.21	13	0.77	0.721	-11.07	-41.69	-100.00	-10.31	46.68	-42.96	
120.30	0.794	38.63	37.47	32.33	36.09	33.80	119.40	13	0.59	0.716	-10.65	-41.70	-100.00	-10.06	46.42	-41.66	
117.65	0.768	37.30	36.16	30.94	34.60	32.80	116.74	13	1.44	0.706	-9.87	-42.59	-100.00	-8.44	46.03	-41.51	
115.11	0.552	35.14	33.73	29.54	30.96	31.92	114.27	11	3.91	0.732	-7.81	-47.84	-100.00	-3.90	45.66	-43.33	
110.34	0.640	34.22	33.06	27.88	28.88	31.57	111.09	12	5.05	0.551	-6.54	-40.96	-100.00	-1.48	45.17	-47.26	
107.38	0.623	33.99	32.32	29.00	32.26	24.24	106.62	12	4.59	0.548	-6.29	-37.46	-100.00	-1.69	44.46	-47.97	
104.58	0.567	33.90	31.68	29.89	32.36	23.38	103.89	12	0.48	0.505	-7.87	-35.78	-100.00	-7.39	44.01	-49.02	
101.91	0.688	33.52	30.74	30.25	30.74	28.51	101.87	12	0.83	0.384	-7.19	-36.85	-100.00	-6.36	43.67	-39.14	
100.00	0.613	33.20	29.48	30.76	30.76	26.89	99.94	12	-1.63	0.431	-7.47	-35.97	-100.00	-9.10	43.34	-13.39	
101.27	0.545	32.82	28.62	30.72	32.10	-10000	-10000	0	-4.61	0.406	-4.41	-32.87	-100.00	-9.02	-10000	2.87	
52.12	0.900	33.00	30.03	29.93	31.24	26.59	104.55	13	-1.98	0.702	-5.19	-45.72	-100.00	-7.17	44.12	-10000	
52.12	0.889	33.88	31.41	30.24	33.61	-10000	103.89	13	-3.75	0.756	-9.02	-46.82	-100.00	-12.78	44.01	-10000	
51.28	0.659	30.83	27.73	27.85	30.36	-10000	102.52	12	-2.94	0.685	-8.24	-45.63	0.65	-11.18	43.78	-10000	
49.23	0.898	25.77	21.04	23.92	24.54	-10000	-10000	1	-1.79	0.506	-5.56	-43.64	-100.00	-7.34	-10000	-10000	
48.05	0.628	24.51	18.94	22.87	22.97	-10000	-10000	1	-2.28	0.490	1.56	-44.65	-100.00	-2.28	-10000	-10000	
54.42	0.651	22.69	19.08	19.95	20.80	-10000	-10000	1	4.76	0.454	10.13	-45.64	-100.00	4.76	-10000	-10000	
50.63	0.838	22.00	16.92	20.14	18.03	14.39	-10000	1	-1.53	0.519	1.53	-50.61	-100.00	-1.53	-10000	-10000	
51.28	0.903	22.05	16.79	20.38	18.23	14.55	-10000	1	-0.35	0.597	0.83	-53.48	-100.00	-0.35	-10000	-10000	
50.31	0.809	20.14	13.72	18.77	14.26	11.11	-10000	1	3.01	0.498	7.50	-53.64	-100.00	3.01	-10000	-10000	
51.95	0.913	19.82	13.28	18.44	15.09	-10000	-10000	1	2.87	0.461	8.11	-51.57	-100.00	2.87	-10000	-10000	
50.47	0.895	19.51	13.96	17.68	14.08	9.95	-10000	1	5.20	0.524	5.59	-54.74	-100.00	5.20	-10000	-10000	
51.28	0.821	19.10	13.96	16.83	15.39	-10000	-10000	1	5.99	0.587	4.99	-55.90	-100.00	5.99	-10000	-10000	
50.47	0.907	19.37	14.77	17.05	13.93	11.36	-10000	1	5.02	0.565	6.96	-56.46	-100.00	5.02	-10000	-10000	
48.93	0.595	19.67	14.13	17.72	15.85	-10000	-10000	1	4.52	0.492	9.79	-51.84	-100.00	4.52	-10000	-10000	
51.12	1.001	19.36	13.01	18.02	14.78	-10000	-10000	1	4.93	0.523	9.91	-54.00	-100.00	4.93	-10000	-10000	
50.79	0.769	20.39	14.59	18.78	15.97	-10000	-10000	1	-0.48	0.548	10.92	-53.75	-100.00	-0.48	-10000	-10000	
50.96	0.724	20.95	16.08	18.83	17.20	-10000	-10000	1	-1.42	0.606	6.70	-54.91	-100.00	-1.42	-10000	-10000	
51.28	0.882	20.20	14.60	18.44	14.38	10.77	-10000	1	5.80	0.614	8.62	-58.08	-100.00	5.80	-10000	-10000	
50.00	0.871	20.45	13.71	18.98	14.52	8.48	-10000	1	3.23	0.548	8.30	-55.20	-100.00	3.23	-10000	-10000	
52.12	1.015	20.38	14.45	18.83	16.64	-10000	-10000	1	2.36	0.533	7.29	-52.51	-100.00	2.36	-10000	-10000	
49.69	0.766	20.04	14.71	18.03	14.36	10.53	-10000	1	5.99	0.501	4.20	-53.64	-100.00	5.99	-10000	-10000	
50.96	0.901	19.90	14.86	18.03	15.96	-10000	-10000	1	4.69	0.543	5.76	-53.57	-100.00	4.69	-10000	-10000	
50.96	0.784	19.29	14.06	17.33	14.04	9.19	-10000	1	4.52	0.537	7.64	-55.26	-100.00	4.52	-10000	-10000	
50.96	0.866	19.37	13.19	17.91	14.90	-10000	-10000	1	2.33	0.514	5.89	-53.56	-100.00	2.33	-10000	-10000	
50.31	0.863	20.81	15.37	19.13	15.97	11.52	-10000	1	2.46	0.621	5.77	-56.81	-100.00	2.46	-10000	-10000	
51.12	0.769	21.37	14.32	20.17	15.99	10.70	-10000	1	0.19	0.574	7.73	-54.76	0.40	0.19	-10000	-10000	
50.47	0.987	20.20	13.23	19.02	15.35	10.19	-10000	1	-0.03	0.350	6.75	-48.06	-100.00	-0.03	-10000	-10000	
50.63	0.819	20.88	13.91	19.62	17.30	-10000	-10000	1	-2.67	0.546	7.66	-52.34	-100.00	-2.67	-10000	-10000	
50.47	0.937	20.91	14.23	19.70	15.37	11.31	-10000	1	2.17	0.467	6.15	-51.49	-100.00	2.17	-10000	-10000	
51.12	0.738	20.59	14.81	19.02	16.59	-10000	-10000	1	3.35	0.643	4.96	-57.23	-100.00	3.35	-10000	-10000	
50.16	0.928	21.10	13.93	20.00	16.07	-10000	-10000	1	3.38	0.536	6.18	-53.19	-100.00	3.38	-10000	-10000	
50.31	0.860	20.82	14.44	19.48	14.50	10.44	-10000	1	5.48	0.607	9.29	-57.65	-100.00	5.48	-10000	-10000	
50.16	0.896	19.85	14.82	17.88	14.85	11.01	-10000	1	4.35	0.650	10.22	-59.31	-100.00	4.35	-10000	-10000	
51.95	0.935	20.14	14.06	18.68	16.52	-10000	-10000	1	1.68	0.609	11.46	-55.72	-100.00	1.68	-10000	-10000	
50.47	0.932	20.16	13.23	18.85	13.44	9.38	-10000	1	0.33	0.497	6.75	-54.42	-100.00	0.33	-10000	-10000	
51.28	0.809	21.13	16.02	19.32	17.54	-10000	-10000	1	1.49	0.657	8.67	-56.97	-100.00	1.49	-10000	-10000	
50.96	0.842	20.98	16.37	18.89	16.06	12.60	-10000	1	7.56	0.584	11.39	-55.10	-100.00	7.56	-10000	-10000	
51.28	1.009	19.25	13.78	17.50	15.32	-10000	-10000	1	4.75	0.442	8.64	-50.74	-100.00	4.75	-10000	-10000	
50.31	0.776	19.65	14.38	17.79	13.55	11.27	-10000	1	5.47	0.508	7.92	-54.70	-100.00	5.47	-10000	-10000	
50.47	0.861	19.54	13.95	17.88	14.99	-10000	-10000	1	5.84	0.495	3.62	-52.80	-100.00	5.84	-10000	-10000	
49.84	1.003	19.47	14.20	17.66	15.35	-10000	-10000	1	4.29	0.548	2.89	-54.37	-100.00	4.29	-10000	-10000	
50.63	0.826	20.06	14.31	18.46	16.06	-10000	-10000	1	4.38	0.512	5.76	-52.33	-100.00	4.38	-10000	-10000	
50.63	1.002	20.47	13.86	19.21	14.26	10.86	-10000	1	3.10	0.487	6.54	-53.26	-100.00	3.10	-10000	-10000	
50.96	0.867	18.98	12.99	17.39	14.38	-10000	-10000	1	5.68	0.465	10.97	-52.41	-100.00	5.68	-10000	-10000	
50.16	0.981	19.97	12.80	18.86	12.62	9.12	-10000	1	3.37	0.370	8.68	-51.33	-100.00	3.37	-10000	-10000	
50.47	0.866	22.93	16.99	21.54	19.27	9.57	-10000	1	1.42	0.426	6.73	-46.30	-100.00	1.42	-10000	-10000	
50.31	0.906	26.53	19.25	25.58	24.92	-10000	-10000	1	-7.26	0.445	8.45	-41.23	-100.00	-7.26	-10000	-10000	
50.63	0.894	29.81	17.48	29.53	25.36	-10000	-10000	1	-10.65	0.562	5.14	-44.91	-100.00	-10.65	-10000	-10000	
188.24	0.424	34.76	22.33	34.50	31.32	12.64	-10000	1	-13.33	0.423	6.17	-34.16	-100.00	-13.33	-10000	-10000	
141.59	0.332	36.51	24.69	36.21	35.16	-10000	-10000	1	-13.06	0.538	4.07	-34.18	-100.00	-13.06	-10000	-10000	
134.45	0.629	35.42	26.34	34.84	34.79	22.99	-10000	6	-9.56	0.489	-1.37	-32.80	-100.00	-10.92	-10000	-10000	
131.15	0.636	32.00	26.28	30.63	30.42	23.53	-10000	6	-2.49	0.569	-10000	-40.13	-100.00	-2.49	-10000	-10000	
131.15	0.801	31.82	27.07	30.03	28.92	24.18	-10000	0	0.85	0.716	-10000	-48.87	-100.00	0.85	-10000	-10000	
126.98	0.742	31.67	26.76	29.96	27.04	24.12	-10000	6	3.30	0.508	-10000	-41.21	-100.00	3.30	-10000	-10000	
125.00	0.735	32.85	27.82	31.21	30.08	23.61	-10000	0	-1.71	0.569	-10000	-40.47	-100.00	-1.71	-10000	-10000	
125.00	0.820	32.27	28.12	30.15	30.00	24.42	123.97	12	-1.17	0.622	-10000	-42.83	-100.00	-1.17	47.07	-10000	
124.03	0.843	32.45	27.29	30.87	28.17	26.66	123.04	12	0.17	0.550	-10000	-41.63	-100.00	0.17	46.94	-10000	
124.03	0.760	32.96	27.83	31.36	30.38	24.71	123.97	12	-2.53	0.568	-10000	-40.13	-100.00	-2.53	47.07	-10000	
124.03	0.779	33.33	29.17	31.22	31.19	24.62	123.97	12	-1.38	0.640	-10000	-42.48	-100.00	-1.38	47.07	-10000	
124.03	0.800	31.95	29.16	28.69	29.95	24.67	124.98	12	-2.22	0.526	-10000	-38.94	-100.00	-2.22	47.21	-10000	
125.98	0.767	31.77	28.93	28.52	29.55	24.06	-10000	0	-1.71	0.538	3.33	-39.79	-100.00	-1.71	-10000	-10000	
125.00	0.543	30.30	24.49	28.95	23.72	22.20	-10000	1	3.08	0.670	5.18	-51.46	-100.00	3.08	-10000	-10000	
52.98	0.643	35.64	22.27	35.43	25.32	16.87	-10000	1	-3.19	0.266	4.93	-35.98	-100.00	-3.19	-10000	-10000	
-10000	-10000	41.52	28.27	41.31	31.56	-10000	-10000	0	-8.07	0.601	4.14	-40.33	-100.00	-8.07	-10000	-10000	
