#f0 [Hz]	periodicity (0~1)	power [dB]	sonorant power [dB]	high freq. power [dB]	 mid freq. power [dB]	low freq power [dB]	f0 after post-proc. [Hz]	f0 reliability code (0 ~ 13)	a1-a3 [dB]	f1f3syn (-1.0~1.0)	h1-a1 [dB]	breathpow [dB]	ips (-1.0~1.0)	h1-a3 [dB]	f0 after post-proc [semitone]	delta f0 [semitone]	vocal fry detection
153.85	0.985	40.15	39.47	31.77	30.44	39.41	153.78	13	12.38	0.711	5.06	-49.83	-100.00	12.38	50.80	-3.09	
153.85	0.989	39.86	39.23	31.16	29.65	39.22	153.78	13	9.25	0.707	6.41	-50.38	-100.00	9.25	50.80	-1.88	
153.85	0.984	39.60	38.99	30.70	29.54	38.99	153.78	13	9.15	0.720	5.97	-51.28	-100.00	9.15	50.80	0.00	
153.85	0.999	39.71	39.07	31.05	30.17	39.07	153.78	13	10.05	0.718	5.83	-50.53	-100.00	10.05	50.80	-1.62	
153.85	0.991	39.76	39.28	29.92	28.60	39.26	153.78	13	12.79	0.667	5.27	-53.44	-100.00	12.79	50.80	-2.76	
153.85	0.997	39.88	39.33	30.65	29.97	39.31	153.78	13	11.40	0.638	4.44	-51.22	-100.00	11.40	50.80	-3.43	
153.85	0.981	39.32	38.90	28.98	28.54	38.85	152.36	13	12.69	0.657	4.16	-48.75	-100.00	12.69	50.64	-5.19	
152.38	0.987	38.86	38.38	29.03	28.24	38.34	152.36	13	14.05	0.687	4.40	-52.46	-100.00	14.05	50.64	-5.90	
153.85	0.974	38.44	37.95	28.73	28.11	37.89	152.36	13	13.24	0.681	3.91	-51.57	-100.00	13.24	50.64	-5.52	
152.38	0.983	38.11	37.65	28.14	27.25	37.59	150.87	13	14.63	0.646	3.72	-49.49	-100.00	14.63	50.47	-3.73	
152.38	0.959	37.78	37.28	28.11	26.52	37.28	150.87	13	13.70	0.698	3.37	-53.45	-100.00	13.70	50.47	-4.80	
150.94	0.981	37.25	36.84	26.83	25.33	36.83	150.87	13	13.01	0.636	3.23	-54.70	-100.00	13.01	50.47	-6.28	
150.94	0.950	37.04	36.51	27.67	27.03	36.43	150.87	13	11.46	0.646	3.15	-49.71	-100.00	11.46	50.47	-6.02	
149.53	0.981	36.84	36.45	26.11	25.56	36.38	149.49	13	13.54	0.602	3.22	-51.48	-100.00	13.54	50.31	-6.88	
148.15	0.943	36.63	36.29	25.33	23.83	36.21	148.11	13	15.81	0.587	2.74	-58.14	-100.00	15.81	50.15	-8.09	
148.15	0.991	36.42	35.89	26.97	25.42	35.80	148.11	13	12.52	0.630	2.37	-52.23	-100.00	12.52	50.15	-9.01	
148.15	0.949	35.73	35.19	26.39	25.55	35.09	148.11	13	11.00	0.605	2.07	-50.95	-100.00	11.00	50.15	-8.76	
146.79	0.974	34.59	34.03	25.37	24.76	33.94	146.75	13	13.28	0.543	1.66	-48.93	-100.00	13.28	49.99	-12.67	
146.79	0.941	33.69	32.94	25.60	23.96	32.84	145.40	12	10.93	0.544	0.69	-48.39	-100.00	10.93	49.83	-19.62	
144.14	0.934	32.44	31.38	25.74	23.33	31.30	144.14	12	11.56	0.537	0.22	-48.75	-100.00	11.56	49.68	-25.01	
141.59	0.894	30.66	29.74	23.35	22.01	29.62	139.07	12	11.20	0.556	-1.19	-50.80	-100.00	10.00	49.06	-10000	
137.93	0.882	29.59	28.17	23.98	21.54	28.03	136.68	12	6.81	0.595	0.29	-52.87	-100.00	6.81	48.76	-10000	
137.93	0.815	26.96	24.72	22.85	22.31	23.11	-10000	1	5.68	0.408	5.38	-45.50	-100.00	5.68	-10000	-10000	
146.79	0.821	25.18	22.98	21.05	18.50	22.67	-10000	1	8.57	0.563	9.51	-54.59	-100.00	8.57	-10000	-10000	
150.94	0.686	22.70	20.08	18.85	15.21	19.62	-10000	1	10.94	0.552	8.47	-57.44	-100.00	10.94	-10000	-10000	
160.00	0.517	21.01	17.53	18.20	15.98	13.91	-10000	1	11.68	0.531	5.47	-55.88	-100.00	11.68	-10000	-10000	
150.94	0.521	21.10	15.95	19.17	14.79	13.24	-10000	1	6.84	0.511	7.48	-56.34	-100.00	6.84	-10000	-10000	
50.31	0.848	19.82	14.87	17.93	14.90	10.90	-10000	1	4.56	0.490	8.53	-55.50	-100.00	4.56	-10000	-10000	
50.31	0.782	28.90	13.21	28.76	15.11	-10000	-10000	1	3.72	0.501	10.36	-55.67	-100.00	3.72	-10000	-10000	
49.84	0.619	38.12	15.27	38.09	15.23	10.46	-10000	1	3.73	0.528	4.73	-56.52	-100.00	3.73	-10000	-10000	
49.54	0.782	28.13	14.90	27.90	16.24	-10000	-10000	1	2.61	0.544	1.90	-56.11	-100.00	2.61	-10000	-10000	
-10000	-10000	27.47	22.15	25.90	24.78	-10000	-10000	1	0.91	0.733	-1.98	-56.86	-100.00	-5.73	-10000	-10000	
50.00	0.963	29.33	24.70	27.47	26.99	-10000	-10000	1	4.53	0.760	-2.42	-56.51	-100.00	-6.94	-10000	-10000	
-10000	-10000	22.70	18.65	20.26	20.15	8.99	-10000	1	5.01	0.434	6.75	-48.44	-100.00	-1.81	-10000	-10000	
49.69	0.910	23.77	20.18	21.14	21.90	-10000	-10000	1	4.70	0.481	4.80	-48.20	-100.00	-2.97	-10000	-10000	
50.31	0.606	23.67	20.45	20.64	21.76	-10000	-10000	1	5.46	0.497	9.86	-48.88	-100.00	-0.67	-10000	-10000	
49.84	0.826	24.45	21.86	20.85	22.75	-10000	-10000	1	7.69	0.547	3.97	-49.71	-100.00	0.36	-10000	-10000	
50.00	0.803	24.17	21.17	21.03	22.47	-10000	-10000	1	1.05	0.471	5.86	-47.30	-100.00	-0.35	-10000	-10000	
50.16	0.665	25.10	21.96	22.06	23.31	-10000	-10000	1	-0.98	0.504	5.01	-47.58	-100.00	-2.77	-10000	-10000	
50.00	0.962	24.45	20.68	22.02	22.22	10.28	-10000	1	-2.53	0.461	4.71	-47.22	-100.00	-2.53	-10000	-10000	
150.94	0.300	25.18	20.27	23.30	22.80	11.60	-10000	1	-5.23	0.574	7.85	-50.73	-100.00	-5.23	-10000	-10000	
50.31	0.983	24.56	19.31	22.95	22.08	-10000	-10000	1	-4.86	0.456	6.08	-47.20	-100.00	-4.86	-10000	-10000	
49.84	0.679	24.58	21.29	21.57	22.46	-10000	-10000	1	-5.56	0.489	3.02	-47.91	-100.00	-5.56	-10000	-10000	
49.69	0.754	26.13	24.09	21.74	24.65	-10000	-10000	1	-3.95	0.501	6.89	-46.13	-100.00	-3.95	-10000	-10000	
49.84	0.777	26.41	23.99	22.57	25.22	11.43	-10000	1	-4.11	0.559	7.31	-47.71	-100.00	-4.11	-10000	-10000	
49.84	0.640	26.11	22.78	23.27	24.78	10.49	-10000	1	-5.60	0.447	6.84	-44.22	-100.00	-5.60	-10000	-10000	
50.16	1.038	26.40	22.76	23.84	24.67	-10000	-10000	1	-4.06	0.452	5.17	-44.48	-100.00	-4.86	-10000	-10000	
-10000	-10000	26.01	21.84	23.77	22.81	15.38	-10000	1	-3.74	0.439	5.45	-45.94	-100.00	-3.74	-10000	-10000	
50.00	0.973	27.10	24.41	23.66	25.68	9.51	-10000	1	-7.75	0.546	4.52	-46.74	-100.00	-7.75	-10000	-10000	
49.69	0.652	27.78	25.11	24.31	26.29	8.83	-10000	0	-9.66	0.689	5.67	-52.70	-100.00	-9.66	-10000	-10000	
49.84	0.782	26.61	23.74	23.38	25.43	-10000	-10000	1	-9.99	0.467	8.16	-44.21	-100.00	-10.55	-10000	-10000	
50.31	0.860	26.03	23.32	22.60	24.44	-10000	-10000	1	-5.46	0.497	6.48	-46.20	-100.00	-7.38	-10000	-10000	
50.47	0.661	26.66	22.91	24.16	24.39	-10000	-10000	1	-8.05	0.431	4.72	-44.11	-100.00	-8.05	-10000	-10000	
50.16	0.841	26.34	22.79	23.74	24.56	-10000	-10000	1	-6.18	0.572	6.30	-48.89	-100.00	-6.18	-10000	-10000	
49.23	0.738	25.41	21.09	23.26	23.55	-10000	-10000	1	-6.37	0.512	5.03	-47.62	-100.00	-6.37	-10000	-10000	
50.47	0.747	25.96	20.05	24.62	23.82	-10000	-10000	1	-6.72	0.520	7.75	-47.64	-100.00	-6.72	-10000	-10000	
50.47	0.860	26.61	22.74	24.25	25.41	-10000	-10000	1	-8.24	0.596	6.94	-49.04	-100.00	-9.34	-10000	-10000	
50.00	0.643	27.05	24.35	23.60	26.21	-10000	-10000	1	-7.50	0.597	6.10	-48.28	-100.00	-8.59	-10000	-10000	
49.69	0.839	26.43	22.92	23.79	25.38	-10000	-10000	1	-6.89	0.418	5.95	-42.73	-100.00	-8.57	-10000	-10000	
50.00	0.687	25.83	21.85	23.49	24.46	-10000	-10000	1	-8.13	0.526	4.99	-47.21	-100.00	-8.92	-10000	-10000	
50.00	0.975	25.12	22.89	21.00	23.73	-10000	-10000	1	-8.37	0.461	6.14	-45.71	-100.00	-8.37	-10000	-10000	
141.59	0.294	24.32	21.69	20.61	22.50	-10000	-10000	1	-4.54	0.582	9.00	-51.36	-100.00	-4.54	-10000	-10000	
50.00	1.005	24.91	21.70	22.00	23.00	-10000	-10000	1	-2.51	0.548	5.92	-49.50	-100.00	-2.51	-10000	-10000	
155.34	0.287	24.86	21.03	22.37	23.29	-10000	-10000	1	-4.27	0.530	6.14	-48.53	-100.00	-4.27	-10000	-10000	
49.69	0.908	24.01	19.85	21.80	21.87	-10000	-10000	1	-1.78	0.516	3.78	-49.44	-100.00	-1.78	-10000	-10000	
50.96	0.769	24.12	20.07	21.85	21.95	-10000	-10000	1	-1.20	0.488	6.09	-48.38	-100.00	-1.20	-10000	-10000	
50.00	0.656	25.40	21.63	22.89	23.30	11.28	-10000	1	-3.38	0.376	5.63	-43.60	-100.00	-3.38	-10000	-10000	
50.31	1.009	25.13	21.18	22.84	23.70	-10000	-10000	1	-2.06	0.486	8.67	-46.57	-100.00	-4.55	-10000	-10000	
142.86	0.394	25.22	21.93	22.28	23.36	9.95	-10000	1	-0.48	0.542	7.67	-48.91	-100.00	-4.87	-10000	-10000	
50.31	0.953	25.55	21.65	23.22	23.49	10.01	-10000	1	-4.10	0.579	7.21	-50.24	-100.00	-4.10	-10000	-10000	
50.47	0.680	24.96	21.07	22.55	23.12	-10000	-10000	1	-3.63	0.564	6.70	-50.01	-100.00	-3.63	-10000	-10000	
50.00	0.757	25.56	21.69	23.20	23.54	-10000	-10000	1	-2.94	0.506	6.68	-47.42	-100.00	-2.94	-10000	-10000	
50.63	0.928	25.18	21.20	22.86	23.03	-10000	-10000	1	-4.25	0.504	5.47	-47.86	-100.00	-4.25	-10000	-10000	
150.94	0.330	24.92	22.09	21.54	22.60	12.30	-10000	1	-2.29	0.575	7.35	-50.97	-100.00	-2.29	-10000	-10000	
49.69	0.994	24.72	21.86	21.46	23.01	-10000	-10000	1	-6.26	0.466	7.26	-46.59	-100.00	-6.26	-10000	-10000	
49.38	0.557	24.61	21.83	21.14	22.75	-10000	-10000	1	-4.80	0.552	6.52	-49.90	-100.00	-4.80	-10000	-10000	
49.38	0.979	25.04	22.13	21.82	23.48	-10000	-10000	1	-6.99	0.518	3.05	-47.90	-100.00	-6.99	-10000	-10000	
50.79	0.713	25.41	22.13	22.50	23.75	-10000	-10000	1	-3.86	0.677	6.03	-54.59	-100.00	-3.88	-10000	-10000	
50.00	0.816	25.19	22.21	22.07	23.39	-10000	-10000	1	-1.14	0.602	6.57	-51.32	-100.00	-1.14	-10000	-10000	
51.28	0.867	25.36	21.99	22.60	22.92	9.73	-10000	1	-4.38	0.479	5.08	-47.11	-100.00	-4.38	-10000	-10000	
50.47	0.786	26.81	22.72	24.60	24.13	-10000	-10000	1	-7.14	0.481	6.13	-45.97	-100.00	-7.14	-10000	-10000	
50.79	0.922	26.61	21.63	24.92	23.73	-10000	-10000	1	-5.07	0.419	5.23	-44.41	-100.00	-5.07	-10000	-10000	
50.63	0.651	25.06	21.31	22.51	22.96	-10000	-10000	1	-3.96	0.545	3.14	-49.42	-100.00	-3.96	-10000	-10000	
50.00	0.991	24.36	19.99	22.29	22.16	-10000	-10000	1	-3.35	0.504	5.79	-48.73	-100.00	-3.35	-10000	-10000	
-10000	-10000	25.44	21.26	23.20	23.08	-10000	-10000	1	-4.58	0.543	1.07	-49.23	-100.00	-4.58	-10000	-10000	
50.47	0.937	26.09	22.07	23.84	23.33	-10000	-10000	1	-5.53	0.650	3.29	-53.61	-100.00	-5.53	-10000	-10000	
50.16	0.763	25.61	21.55	23.35	22.41	-10000	-10000	1	-3.51	0.552	5.70	-50.24	-100.00	-3.51	-10000	-10000	
50.16	0.792	26.79	21.43	25.25	23.26	-10000	-10000	1	-5.38	0.586	5.10	-50.76	-100.00	-5.38	-10000	-10000	
50.16	0.884	27.02	22.56	25.05	24.46	-10000	-10000	1	-5.58	0.494	8.86	-46.08	-100.00	-5.58	-10000	-10000	
51.12	0.657	27.67	23.63	25.42	25.36	-10000	-10000	1	-7.24	0.487	7.55	-44.94	-100.00	-7.24	-10000	-10000	
50.16	0.918	27.76	23.34	25.76	24.87	-10000	-10000	1	-4.11	0.519	5.70	-46.55	-100.00	-4.11	-10000	-10000	
50.16	0.718	27.51	23.06	25.51	24.55	-10000	-10000	1	-4.00	0.613	6.10	-50.65	-100.00	-4.00	-10000	-10000	
49.84	0.787	27.23	21.50	25.82	24.15	-10000	-10000	1	-6.03	0.522	7.39	-47.38	-100.00	-6.03	-10000	-10000	
50.16	0.865	27.56	22.24	26.01	24.66	8.47	-10000	1	-8.27	0.453	5.13	-44.53	-100.00	-8.27	-10000	-10000	
49.54	0.677	27.50	23.25	25.36	25.14	-10000	-10000	1	-6.61	0.557	5.19	-47.71	0.20	-6.61	-10000	-10000	
50.63	0.950	25.78	22.44	23.01	24.29	-10000	-10000	1	-6.66	0.609	4.56	-50.73	-100.00	-6.66	-10000	-10000	
50.00	0.718	25.78	21.43	23.67	24.16	-10000	-10000	1	-7.15	0.447	4.02	-44.84	-100.00	-7.15	-10000	-10000	
50.63	0.917	24.47	21.06	21.76	23.06	-10000	-10000	1	-3.52	0.495	5.60	-47.51	-100.00	-3.52	-10000	-10000	
49.84	0.833	24.08	21.09	20.87	22.85	-10000	-10000	1	-3.97	0.428	7.26	-45.56	-100.00	-3.97	-10000	-10000	
50.47	0.794	21.81	18.04	19.24	19.23	9.46	-10000	1	-1.01	0.420	6.35	-48.94	-100.00	-1.01	-10000	-10000	
50.16	0.993	23.11	18.86	20.93	20.95	-10000	-10000	1	-7.38	0.519	6.06	-50.47	-100.00	-7.38	-10000	-10000	
50.00	0.643	23.52	19.89	20.84	21.61	-10000	-10000	1	-6.99	0.664	5.48	-56.04	-100.00	-6.99	-10000	-10000	
50.16	0.984	22.32	17.38	20.48	20.34	-10000	-10000	1	-2.32	0.556	7.38	-52.47	-100.00	-2.32	-10000	-10000	
50.00	0.654	22.47	18.60	19.84	20.19	-10000	-10000	1	-5.02	0.488	8.57	-50.14	-100.00	-5.02	-10000	-10000	
50.16	0.941	22.56	18.99	19.89	20.72	-10000	-10000	1	-4.42	0.568	5.89	-52.57	-100.00	-4.42	-10000	-10000	
50.63	0.703	23.88	18.64	22.21	21.74	-10000	-10000	1	-5.89	0.460	6.09	-47.67	-100.00	-5.89	-10000	-10000	
50.00	0.940	24.71	19.90	22.90	22.72	-10000	-10000	1	-7.25	0.491	5.72	-47.72	-100.00	-7.25	-10000	-10000	
50.96	0.801	23.71	19.45	21.58	22.04	-10000	-10000	1	-1.86	0.484	9.15	-48.16	-100.00	-1.86	-10000	-10000	
148.15	0.435	23.62	19.42	21.41	21.53	11.79	-10000	1	-2.15	0.413	11.04	-46.43	-100.00	-2.15	-10000	-10000	
50.16	0.958	23.49	20.20	20.65	21.23	11.14	-10000	1	-3.05	0.596	9.06	-53.22	-100.00	-3.05	-10000	-10000	
149.53	0.345	23.28	19.17	20.87	21.19	-10000	-10000	1	-3.29	0.457	4.95	-48.12	-100.00	-3.29	-10000	-10000	
50.79	1.050	24.26	19.46	22.45	23.03	-10000	-10000	1	-8.23	0.582	6.26	-50.83	-100.00	-8.23	-10000	-10000	
149.53	0.425	24.88	19.99	22.99	23.69	-10000	-10000	1	-6.18	0.498	8.12	-46.99	-100.00	-6.18	-10000	-10000	
50.00	0.936	23.24	19.20	20.97	21.33	-10000	-10000	1	-2.72	0.542	6.79	-50.94	-100.00	-2.72	-10000	-10000	
50.16	0.819	22.62	19.25	19.69	20.64	9.38	-10000	1	-7.96	0.381	5.13	-46.40	-100.00	-7.96	-10000	-10000	
50.31	0.777	21.63	17.08	19.57	19.51	-10000	-10000	1	-1.90	0.555	7.65	-53.26	-100.00	-1.90	-10000	-10000	
49.84	0.986	20.97	15.64	19.29	18.13	-10000	-10000	1	0.14	0.482	7.66	-52.00	-100.00	0.14	-10000	-10000	
50.16	0.769	21.01	16.24	18.85	17.90	9.21	-10000	1	1.11	0.626	5.67	-57.89	-100.00	1.11	-10000	-10000	
50.31	0.945	21.21	17.69	18.35	18.72	-10000	-10000	1	0.06	0.519	5.35	-52.70	-100.00	0.06	-10000	-10000	
50.31	0.665	21.24	17.18	18.58	18.07	-10000	-10000	1	1.58	0.629	6.05	-57.86	-100.00	1.58	-10000	-10000	
50.16	1.078	19.61	14.07	17.93	15.97	-10000	-10000	1	-0.13	0.424	8.38	-52.32	-100.00	-0.13	-10000	-10000	
51.12	0.690	19.37	13.50	17.59	15.82	-10000	-10000	1	2.72	0.439	7.91	-52.93	-100.00	2.72	-10000	-10000	
49.84	0.903	19.67	15.35	17.31	15.18	10.35	-10000	1	5.17	0.505	8.44	-55.74	-100.00	5.17	-10000	-10000	
50.16	0.957	20.07	15.40	18.04	16.28	-10000	-10000	1	3.02	0.492	7.13	-54.19	-100.00	3.02	-10000	-10000	
50.16	0.732	19.55	14.74	17.37	15.83	-10000	-10000	1	4.45	0.599	4.97	-58.75	-100.00	4.45	-10000	-10000	
50.31	1.023	19.42	14.72	17.46	15.66	-10000	-10000	1	7.25	0.489	9.47	-54.71	-100.00	7.25	-10000	-10000	
153.85	0.418	20.01	15.65	17.57	14.90	11.85	-10000	1	6.86	0.585	9.77	-59.08	-100.00	6.86	-10000	-10000	
50.79	0.960	20.13	15.01	18.39	16.49	-10000	-10000	1	5.15	0.490	7.14	-53.91	-100.00	5.15	-10000	-10000	
50.31	0.760	19.54	13.41	17.92	14.77	-10000	-10000	1	5.02	0.437	6.45	-53.91	-100.00	5.02	-10000	-10000	
50.16	0.951	19.79	14.66	18.01	16.13	-10000	-10000	1	4.72	0.594	8.05	-58.23	-100.00	4.72	-10000	-10000	
49.84	0.841	19.43	13.43	17.90	15.61	-10000	-10000	1	3.46	0.446	7.62	-53.35	-100.00	3.46	-10000	-10000	
50.00	0.868	19.39	13.06	17.86	15.35	-10000	-10000	1	4.58	0.508	8.17	-55.68	0.46	4.58	-10000	-10000	
50.47	0.979	19.71	15.08	17.59	16.62	-10000	-10000	1	1.31	0.585	5.78	-57.36	-100.00	1.31	-10000	-10000	
50.16	0.805	20.80	15.59	18.88	17.37	-10000	-10000	1	0.30	0.539	6.26	-54.79	0.63	0.30	-10000	-10000	
50.31	0.611	21.94	14.97	20.82	18.84	-10000	-10000	1	-4.23	0.476	4.78	-51.09	-100.00	-4.23	-10000	-10000	
-10000	-10000	25.75	16.92	25.06	22.31	14.97	-10000	1	-4.51	0.407	9.91	-45.47	-100.00	-4.51	-10000	-10000	
173.91	0.580	33.81	28.48	32.30	31.61	27.96	-10000	0	0.90	0.442	20.24	-37.23	-100.00	0.90	-10000	-10000	
172.04	0.833	39.88	32.11	39.08	38.82	31.57	175.73	12	-4.70	0.583	4.52	-35.08	-100.00	-4.70	53.11	-10000	
177.78	0.932	40.89	34.73	39.68	39.58	34.22	175.73	12	-3.28	0.517	2.63	-31.77	-100.00	-3.28	53.11	-10000	
177.78	0.956	42.96	36.17	41.94	41.87	35.40	177.77	13	-5.08	0.620	3.40	-42.59	-100.00	-5.08	53.31	-10000	
179.78	0.964	45.06	37.08	44.30	44.25	36.04	179.73	13	-6.51	0.531	3.69	-39.84	-100.00	-6.51	53.50	0.77	
179.78	0.994	47.31	37.71	46.81	46.74	36.73	179.73	13	-7.72	0.586	4.47	-36.61	-100.00	-7.72	53.50	-11.05	
179.78	0.960	46.94	37.16	46.46	46.36	36.28	179.73	12	-6.84	0.626	5.56	-29.43	-100.00	-6.84	53.50	-17.55	
177.78	0.894	41.96	35.75	40.77	39.80	34.60	173.91	12	-0.55	0.638	7.22	-36.56	-100.00	-0.55	52.93	-10000	
170.21	0.881	41.54	35.60	40.26	36.82	32.62	168.37	12	3.67	0.637	10.56	-39.49	-100.00	3.67	52.37	-10000	
164.95	0.810	43.80	35.15	43.16	37.04	30.21	-10000	0	-0.11	0.487	17.43	-33.26	-100.00	-0.11	-10000	-10000	
160.00	0.748	48.83	31.27	48.75	41.28	27.07	-10000	5	-8.21	0.533	20.42	-30.65	-100.00	-8.21	-10000	-10000	
153.85	0.669	54.07	33.81	54.02	46.83	23.33	-10000	5	-17.34	0.541	15.63	-25.40	-100.00	-17.34	-10000	-10000	
155.34	0.509	55.68	39.22	55.58	48.65	18.22	-10000	0	-25.84	0.585	9.97	-25.33	-100.00	-25.84	-10000	-10000	
173.91	0.497	54.73	44.61	54.28	48.49	19.61	-10000	0	-23.15	0.530	6.25	-23.33	-100.00	-23.15	-10000	-10000	
190.48	0.655	49.86	39.98	49.38	43.28	28.36	-10000	0	-9.66	0.433	5.07	-25.28	0.35	-9.66	-10000	-10000	
197.53	0.892	44.80	40.30	42.90	41.89	35.48	197.48	13	-1.90	0.735	-2.36	-39.89	-100.00	-4.26	55.13	-10000	
197.53	0.959	45.04	39.89	43.46	42.63	36.88	197.48	13	-2.37	0.688	-4.16	-48.13	-100.00	-6.53	55.13	-10000	
197.53	0.910	43.27	38.34	41.59	38.93	37.46	195.09	13	-4.02	0.662	-1.96	-43.24	-100.00	-5.98	54.92	-10000	
195.12	0.851	41.15	36.31	39.41	34.25	34.65	192.74	13	1.47	0.726	2.35	-46.94	-100.00	1.47	54.71	-10000	
188.24	0.794	37.18	33.02	35.07	31.80	29.29	-10000	5	3.10	0.650	10.41	-45.14	-100.00	3.10	-10000	-10000	
177.78	0.686	36.44	30.56	35.14	30.30	25.06	-10000	6	1.79	0.587	7.69	-43.77	-100.00	1.79	-10000	-10000	
172.04	0.505	38.18	29.55	37.54	30.88	15.71	-10000	0	-5.03	0.442	1.91	-37.96	-100.00	-6.11	-10000	-10000	
166.67	0.323	44.58	32.85	44.28	38.78	-10000	-10000	0	-17.81	0.674	0.54	-39.40	-100.00	-17.81	-10000	-10000	
53.51	0.631	43.13	27.50	43.01	36.91	-10000	-10000	0	-20.15	0.634	5.29	-39.26	-100.00	-20.15	-10000	-10000	
-10000	-10000	23.22	16.29	22.12	17.46	12.67	-10000	1	-0.21	0.435	1.12	-51.16	-100.00	-0.21	-10000	-10000	
50.16	0.706	30.82	21.92	30.21	26.51	12.06	-10000	1	-7.72	0.468	2.33	-43.16	-100.00	-7.72	-10000	-10000	
-10000	-10000	42.34	34.70	41.51	38.77	13.23	-10000	0	-15.82	0.793	0.60	-47.30	-100.00	-17.35	-10000	-10000	
50.47	0.808	45.44	39.00	44.32	40.97	12.53	-10000	6	-17.01	0.672	-3.82	-37.10	-100.00	-20.83	-10000	-10000	
-10000	-10000	45.74	38.99	44.71	40.53	-10000	-10000	0	-14.34	0.365	0.77	-26.06	-100.00	-14.34	-10000	-10000	
149.53	0.503	41.92	38.10	39.59	39.88	-10000	-10000	0	-2.15	0.626	-1.18	-35.91	-100.00	-3.33	-10000	-10000	
148.15	0.759	43.23	41.17	39.00	40.69	38.45	148.11	13	-4.07	0.758	-3.81	-42.66	-100.00	-7.88	50.15	-10000	fr
145.45	0.823	42.79	41.53	36.79	40.56	38.13	145.40	13	-2.20	0.792	-4.48	-45.42	0.76	-6.69	49.83	-10000	fr
141.59	0.845	40.72	39.41	34.88	37.96	36.78	140.28	13	-1.68	0.806	-5.42	-49.23	0.51	-7.10	49.21	-10000	fr
133.33	0.750	38.12	36.53	32.98	34.01	34.80	136.68	13	1.75	0.784	-0.83	-51.32	0.83	0.92	48.76	-45.63	fr
132.23	0.798	35.21	32.29	32.09	29.60	30.00	133.33	13	9.48	0.663	-10000	-48.00	0.73	9.48	48.33	-46.94	fr
130.08	0.860	31.18	30.53	22.58	21.52	30.08	130.06	12	10.94	0.567	-10000	-51.73	0.65	10.94	47.90	-45.48	fr
126.98	0.895	30.50	30.14	19.32	23.26	29.23	127.97	12	13.06	0.692	-10000	-55.90	0.66	13.06	47.62	-46.42	fr
123.08	0.880	29.22	28.79	18.88	21.37	28.00	123.97	12	13.50	0.681	-10000	-57.18	0.73	13.50	47.07	-10000	fr
119.40	0.860	29.82	28.83	22.79	24.87	27.03	117.62	12	9.51	0.498	-10000	-45.81	-100.00	9.51	46.16	-10000	fr
119.40	0.620	36.64	31.65	34.98	33.04	24.75	-10000	0	-5.16	0.408	-10000	-34.77	-100.00	-5.16	-10000	-10000	fr
111.89	0.730	42.82	37.13	41.45	39.10	29.65	-10000	6	-9.87	0.623	-3.31	-36.55	0.46	-13.18	-10000	-10000	fr
111.89	0.575	42.69	38.68	40.49	40.83	23.61	-10000	0	-11.44	0.618	-5.85	-34.59	0.46	-17.29	-10000	-10000	fr
106.67	0.593	44.89	41.18	42.48	43.83	20.89	-10000	0	-7.48	0.678	-9.51	-34.56	-100.00	-19.19	-10000	-10000	fr
54.05	0.832	43.22	39.73	40.65	41.05	18.84	-10000	0	-2.29	0.584	-10.39	-32.89	-100.00	-18.02	-10000	-10000	fr
108.84	0.558	44.03	38.47	42.62	40.23	19.89	-10000	0	-2.97	0.533	-11.56	-31.70	-100.00	-14.61	-10000	-10000	
111.89	0.594	43.02	37.71	41.50	41.22	20.02	110.32	12	-2.90	0.557	-12.97	-31.63	-100.00	-16.22	45.05	-10000	
113.48	0.698	43.87	37.47	42.74	41.90	35.95	112.64	13	-6.95	0.701	-10.41	-37.78	0.55	-17.36	45.41	-10000	
115.94	0.596	42.90	37.32	41.49	39.28	36.56	115.94	12	-1.18	0.681	-10.88	-39.27	-100.00	-17.33	45.91	31.90	
117.65	0.589	41.89	37.97	39.63	37.73	37.28	117.62	12	0.87	0.693	-9.74	-41.49	-100.00	-15.94	46.16	34.64	
120.30	0.616	39.87	35.97	37.58	36.75	34.95	120.23	12	-2.58	0.643	-10.90	-39.85	0.40	-13.65	46.54	-10000	
51.28	0.618	37.53	31.89	36.14	35.17	-10000	120.23	12	-2.42	0.691	-7.81	-43.94	0.44	-10.99	46.54	-10000	
-10000	-10000	34.97	23.94	34.61	27.15	-10000	-10000	1	-3.42	0.541	3.20	-45.08	-100.00	-3.42	-10000	-10000	
136.75	0.367	22.49	18.42	20.14	19.47	-10000	-10000	1	5.28	0.540	5.24	-52.72	-100.00	5.28	-10000	-10000	
50.96	0.941	21.32	16.43	19.46	18.00	-10000	-10000	1	3.43	0.445	6.20	-50.93	-100.00	3.43	-10000	-10000	
149.53	0.312	21.43	16.60	19.25	17.47	-10000	-10000	1	5.37	0.495	7.91	-53.10	-100.00	5.37	-10000	-10000	
-10000	-10000	22.27	17.30	20.51	18.98	-10000	-10000	1	1.85	0.435	6.75	-49.64	-100.00	1.85	-10000	-10000	
-10000	-10000	41.17	34.80	40.03	37.13	15.39	-10000	0	-6.63	0.744	-12.59	-45.25	0.34	-19.22	-10000	-10000	
-10000	-10000	43.12	34.72	42.44	37.87	18.93	-10000	0	-6.77	0.596	-11.22	-36.58	-100.00	-19.61	-10000	-10000	
125.00	0.355	37.08	34.09	34.04	32.97	31.86	-10000	5	-1.39	0.619	-5.82	-42.50	0.42	-7.21	-10000	-10000	fr
